table sam0(s0,ss0) Billions of Current USD	
              pdr           wht           gro           v_f           osd           c_b           pfb           ocr           ctl           oap           rmk           wol           frs           fsh           coa           oil           gas           omn           cmt           omt           vol           mil           pcr           sgr           ofd           b_t           tex           wap           lea           lum           ppp           p_c           crp           nmm           i_s           nfm           fmp           mvh           otn           ele           ome           omf           ely           gdt           wtr           cns           trd           otp           wtp           atp           cmn           ofi           isr           obs           ros           osg           dwe           UnSkil        Skill         Captl         LandR         natrs         hhsld         gov           inv           depry         trdmg         indtx         prdtx         imptx         exptx         dirtx         row
vol           1.166E-06     1.672E-04     2.837E-06     1.152E-04     1.214E-04     5.190E-07     1.265E-06     3.122E-05     2.038E-02     1.166E-02     5.526E-03     1.276E-03     9.575E-06     5.250E-07     1.331E-04     3.783E-05     1.358E-10     3.686E-04     5.013E-05     8.812E-06     2.250E-05     1.922E-04     1.700E-08     1.400E-07     7.137E-03     2.537E-04     2.430E-04     8.170E-06     1.269E-05     2.648E-05     7.959E-14     5.197E-03     2.124E-27     8.563E-05     5.052E-18     1.301E-05     1.300E-21     9.983E-12     3.566E-15     8.570E-21     3.116E-19     4.932E-27     3.731E-03     1.610E-07     3.150E-07     3.665E-04     9.428E-03     2.577E-03     3.973E-04     6.858E-05     5.781E-06     2.103E-06     4.352E-05     2.164E-04     1.966E-03     2.145E-03     1.160E-06     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.626E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.633E+01
mil           2.239E-04     1.844E-02     1.206E-04     1.115E-02     1.385E-02     7.981E-05     1.065E-04     5.506E-03     2.968E-04     6.722E-05     5.578E-05     6.099E-05     1.037E-06     1.000E-08     1.172E-01     3.410E-07     2.162E-12     1.840E-01     3.971E-01     6.930E-02     1.520E-02     1.774E-02     9.514E-04     2.502E-03     9.290E-01     5.593E-02     7.781E-02     1.089E-06     1.349E-03     2.164E-03     6.733E-10     9.734E-01     7.142E-24     5.478E-02     1.683E-13     1.282E-01     2.381E-18     2.000E-09     5.207E-15     5.087E-17     1.646E-22     9.698E-28     2.318E-02     6.650E-07     3.890E-07     2.216E-03     1.704E+00     4.840E-01     5.365E-02     3.842E-06     1.546E-01     9.395E-05     1.403E-04     5.389E-02     1.094E+00     7.913E-01     2.852E-04     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     8.725E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.616E+01
pcr           5.110E-07     4.268E-05     2.870E-07     2.785E-05     3.159E-05     1.820E-07     2.410E-07     1.262E-05     5.433E-04     2.392E-04     8.271E-05     1.872E-04     5.666E-06     3.240E-07     6.243E-05     2.575E-05     1.248E-10     1.044E-04     4.309E-06     7.880E-07     2.480E-07     9.880E-07     2.400E-08     1.900E-08     4.122E-04     2.689E-01     6.404E-05     2.535E-06     2.000E-09     1.226E-05     8.224E-15     3.110E-03     3.113E-28     2.932E-05     7.696E-18     3.427E-05     5.655E-22     4.696E-12     1.411E-16     3.862E-21     1.522E-19     1.785E-28     9.460E-04     5.570E-07     8.000E-08     1.968E-04     4.204E-03     1.827E-03     1.294E-05     2.877E-05     2.680E-06     6.440E-07     1.051E-05     1.621E-05     1.003E-03     9.203E-04     1.800E-08     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.547E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.830E+00
sgr           2.133E-05     1.755E-03     1.150E-05     1.101E-03     1.320E-03     7.601E-06     1.008E-05     5.244E-04     1.188E-02     2.971E-03     1.768E-03     7.566E-03     1.740E-07     3.100E-08     2.608E-03     4.793E-04     2.000E-09     3.986E-03     1.771E-05     3.478E-06     6.960E-07     5.358E-05     3.900E-08     2.260E-06     4.926E-01     1.824E-03     3.152E-03     1.113E-04     2.800E-08     2.398E-04     3.385E-13     8.332E-02     1.231E-26     5.971E-04     7.838E-15     1.773E-03     2.361E-20     1.941E-10     3.675E-16     1.816E-19     7.899E-18     7.665E-27     6.416E-02     1.496E-05     3.703E-06     6.483E-03     1.665E-01     5.970E-02     6.201E-03     1.229E-03     1.089E-04     2.557E-04     1.039E-04     4.568E-04     3.951E-02     3.823E-02     1.195E-06     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     6.735E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     7.738E+00
ofd           1.593E-03     1.313E-01     8.625E-04     7.963E-02     9.861E-02     5.679E-04     7.540E-04     3.918E-02     9.905E-01     7.938E-01     3.017E-01     4.955E-01     1.633E-04     1.248E-05     1.949E-01     8.220E-02     1.990E-07     3.230E-01     2.698E-02     1.478E-03     2.865E-04     1.429E-02     1.783E-05     4.693E-05     7.391E+00     7.396E-01     2.013E-01     7.942E-03     4.702E-05     3.684E-02     2.187E-11     9.462E+00     3.918E-23     7.167E-02     2.429E-13     1.680E-01     1.728E-18     1.500E-08     1.381E-14     1.188E-17     5.710E-16     5.031E-25     4.268E+00     7.243E-04     2.426E-04     6.050E-01     1.162E+01     4.790E+00     2.624E-01     8.973E-02     8.288E-03     1.126E-02     1.464E-02     2.913E-02     2.579E+00     3.060E+00     6.877E-05     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.408E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.929E+02
b_t           9.757E-04     8.030E-02     5.254E-04     4.853E-02     6.038E-02     3.477E-04     4.610E-04     2.399E-02     1.291E-02     3.247E-03     1.875E-03     8.580E-03     2.491E-05     8.170E-07     2.214E-01     1.787E-04     7.953E-10     2.312E-01     3.533E-01     6.167E-02     1.352E-02     3.406E-03     8.466E-04     2.225E-03     1.877E-01     1.964E+00     5.062E-02     2.712E-02     6.191E-03     4.381E-03     8.187E-11     1.175E-01     1.077E-24     1.015E-01     1.814E-13     1.775E-01     3.230E-18     7.000E-09     3.227E-14     6.235E-17     2.965E-16     2.085E-23     2.516E+00     4.839E-04     1.024E-01     1.428E-01     1.321E+00     1.819E+00     4.506E-01     6.126E-02     7.095E-03     3.043E-02     4.623E-03     2.251E+00     5.135E-01     1.937E-01     1.454E-02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     4.867E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     6.187E+01
tex           2.086E-06     3.202E-02     5.231E-04     3.601E-02     1.320E-04     7.490E-07     1.020E-06     5.697E-05     3.512E-04     1.123E-04     1.005E-04     1.506E-04     2.359E-02     2.837E-06     8.959E-02     3.775E-02     9.800E-08     1.814E+00     3.862E-02     3.697E-03     1.168E-06     4.763E-06     5.200E-08     3.650E-07     1.496E-02     3.093E-03     7.944E+00     3.068E+01     5.389E-02     3.056E-03     5.079E-10     4.277E-06     1.129E-21     6.281E-01     9.111E-13     6.630E-01     1.081E-19     3.505E-10     2.000E-09     7.916E-20     1.381E-19     4.811E-26     3.598E-01     2.686E-05     1.363E-02     4.120E-01     7.376E-01     8.975E-01     8.933E-02     6.048E-02     1.641E-03     1.157E-02     4.009E-03     1.374E+00     1.681E-01     6.454E-01     9.333E-02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.528E+01     0.000E+00     5.078E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.169E+02
wap           7.960E-07     2.479E-02     3.455E-04     1.712E-02     4.653E-05     2.710E-07     3.560E-07     1.932E-05     6.042E-05     2.951E-05     1.791E-05     1.775E-04     3.283E-01     8.780E-07     1.780E-02     4.885E-01     2.307E-06     7.582E-01     1.361E-03     1.362E-04     9.800E-08     7.876E-06     2.000E-09     9.000E-09     3.714E-04     8.929E-04     8.562E-02     1.122E-01     2.605E-02     2.351E-03     3.256E-12     2.843E-05     2.776E-27     3.361E-01     9.489E-13     6.430E-01     1.027E-18     3.000E-09     1.437E-13     1.896E-20     7.762E-19     6.910E-27     3.629E+00     6.991E-04     5.816E-02     8.361E-02     3.941E-02     4.888E-01     5.608E-02     8.113E-01     4.427E-03     5.612E-05     1.111E-05     2.187E-01     1.574E-01     3.973E-01     1.624E-03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.307E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.416E+02
lea           1.720E-07     2.462E-03     4.069E-05     2.850E-03     1.066E-05     6.100E-08     7.900E-08     4.151E-06     3.842E-05     5.381E-05     7.200E-06     4.422E-05     3.863E-06     2.534E-03     2.359E-02     2.901E-04     2.000E-09     4.584E-01     1.241E-03     1.167E-04     2.200E-08     3.250E-07     1.000E-09     5.000E-09     4.847E-04     2.666E-04     2.997E-01     8.833E-02     1.233E-01     3.835E-03     3.000E-09     7.860E-07     1.841E-28     5.401E-02     3.690E-14     3.186E-02     3.660E-19     6.255E-12     4.174E-14     3.700E-21     3.567E-19     1.948E-24     1.531E-01     4.154E-05     6.122E-03     4.982E-01     9.187E-02     1.874E-01     5.161E-03     2.742E-04     1.728E-03     3.924E-03     4.821E-04     2.266E-01     2.339E-01     4.260E-01     1.311E-03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     5.237E+00     0.000E+00     1.162E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     3.316E+01
lum           2.920E-07     6.918E-03     1.018E-04     6.021E-03     1.908E-05     1.100E-07     1.430E-07     7.932E-06     5.032E-03     9.156E-04     7.354E-04     1.024E-02     1.044E-04     2.750E-03     1.898E-01     1.925E-02     7.800E-08     1.126E+00     1.290E-02     1.269E-03     1.880E-07     3.519E-04     1.200E-08     3.300E-08     3.950E-03     3.614E-02     9.080E-03     5.501E-02     7.564E-04     2.612E+00     5.000E-09     6.056E-02     3.837E-23     5.524E-01     9.512E-13     9.740E-01     1.229E-16     2.400E-08     1.500E-08     1.929E-18     4.638E-17     5.412E-21     6.681E-01     9.619E-05     2.289E-02     1.510E+01     1.963E+00     1.419E+01     2.263E-01     3.032E-02     1.018E-02     2.287E-02     3.783E-03     1.405E+00     6.453E-01     7.276E-01     5.671E-01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.084E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     4.852E+01
ppp           1.421E-06     2.600E-02     4.053E-04     2.656E-02     8.757E-05     5.220E-07     6.840E-07     4.111E-05     1.069E-02     2.063E-03     1.398E-03     2.593E-02     1.578E-04     3.322E-03     3.288E-01     2.096E-01     7.930E-07     1.810E+00     7.069E-02     7.030E-03     2.469E-06     2.030E-03     1.330E-07     5.340E-07     2.523E-02     4.753E-01     7.873E-02     4.120E-01     4.228E-03     4.046E-02     6.700E-08     6.756E-01     5.323E-23     1.473E-01     5.253E-14     7.666E-02     1.644E-18     7.390E-10     2.825E-11     2.051E-17     4.076E-16     1.326E-23     2.495E+00     5.259E-04     3.441E-02     2.447E+00     1.532E+00     4.047E+00     9.898E-02     4.403E-01     5.588E-01     2.063E+00     3.256E-01     1.242E+01     9.367E-01     1.003E+01     2.316E-01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     6.736E+00     0.000E+00     5.597E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     5.445E+01
p_c           3.819E-04     4.808E+00     8.373E-02     6.331E+00     2.385E-02     1.370E-04     1.816E-04     9.430E-03     1.469E+00     1.331E-01     2.076E-01     6.210E+00     3.713E-01     7.152E-03     5.392E-02     4.990E-04     2.594E-06     6.857E+01     4.573E+00     4.272E-01     7.264E-05     9.644E-01     3.975E-06     1.399E-05     1.977E+00     1.872E+00     8.705E-01     7.331E-01     4.132E-02     1.442E+00     8.171E-01     1.085E+01     3.168E+00     6.341E+00     1.030E+01     2.427E+00     1.737E+00     7.757E-01     1.469E-03     1.196E-01     1.950E+00     1.363E+00     2.974E+01     3.245E-02     6.471E-02     9.599E+00     3.888E+00     1.678E+02     1.864E+01     4.358E+01     4.283E-01     2.406E-01     3.594E-02     7.075E-01     4.864E-01     1.651E+00     4.170E-03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.098E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     5.310E+02
crp           2.528E-05     2.898E-01     5.003E-03     3.539E-01     1.710E-03     8.912E-06     1.209E-05     5.793E-04     9.571E-01     1.071E-01     1.341E-01     3.560E+00     1.892E-04     3.978E-06     9.325E+00     4.325E-01     3.360E-07     3.006E+01     3.665E-01     3.500E-02     8.789E-06     4.801E-03     4.100E-07     1.626E-06     1.497E-01     9.084E-01     1.079E+00     1.747E+00     3.388E-01     5.136E-01     1.800E-08     9.252E-04     2.554E-20     1.018E+01     2.624E-11     3.460E+01     1.306E-16     1.280E-07     2.000E-09     5.785E-17     4.318E-15     5.814E-23     6.049E+00     5.444E-04     1.817E-02     2.116E+01     6.220E+00     1.927E+01     2.796E-01     1.317E-03     5.260E-02     3.835E-01     3.796E-02     7.867E+00     1.356E+00     2.515E+01     1.141E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.312E+01     4.495E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.305E+02
nmm           2.554E-06     1.315E-01     1.773E-03     9.855E-02     2.281E-04     7.580E-07     6.720E-07     4.504E-05     4.079E-04     6.364E-05     2.314E-04     9.812E-04     3.479E-05     5.776E-04     2.406E-01     4.698E-01     1.747E-06     1.777E+01     3.002E-02     4.428E-03     9.680E-07     2.614E-05     3.900E-08     1.720E-07     2.681E-02     3.282E-01     2.235E-03     8.902E-04     4.392E-04     3.806E-02     2.000E-09     7.793E-05     4.842E-26     4.524E+00     6.839E-12     9.530E-01     3.182E-17     3.340E-07     4.000E-09     1.508E-19     6.884E-17     4.813E-24     1.482E+00     2.564E-04     6.223E-02     8.820E+01     9.288E-01     9.005E+00     3.810E-01     1.572E-02     2.157E-01     5.817E-02     3.358E-03     9.525E+00     5.007E-01     2.421E+00     4.834E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.835E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.441E+02
i_s           3.740E-07     3.307E-03     1.952E-04     4.937E-03     8.396E-05     5.680E-07     3.770E-07     9.662E-05     1.063E-04     1.707E-05     1.723E-05     7.417E-06     3.112E-06     6.955E-04     4.500E-01     8.678E-01     6.945E-06     5.226E+01     2.405E-02     2.068E-03     4.860E-07     2.387E-06     6.800E-08     6.800E-08     3.671E-03     6.221E-03     2.840E-04     4.184E-04     4.733E-04     9.503E-02     4.000E-09     2.170E-04     1.973E-26     4.511E-01     8.233E-10     2.974E+00     1.779E-15     1.946E-06     2.800E-08     1.275E-19     6.109E-16     5.836E-23     1.310E+00     1.811E-04     1.926E-02     4.367E+01     3.081E-01     6.260E+00     1.115E-01     8.054E-03     9.112E-02     3.840E-03     7.980E-04     2.947E+00     2.424E-02     3.043E-01     3.233E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     6.175E-01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.192E+02
nfm           9.700E-08     5.125E-04     7.295E-06     4.249E-04     1.195E-06     3.400E-08     7.000E-08     1.257E-06     6.314E-06     2.994E-06     3.278E-06     1.020E-05     1.603E-06     4.695E-04     2.522E-02     2.077E-02     3.000E-08     2.226E-01     1.667E-02     1.740E-03     6.800E-08     1.744E-06     3.000E-09     1.800E-08     1.164E-03     6.183E-03     1.052E-04     2.073E-04     2.050E-04     1.104E-02     2.000E-09     7.532E-06     7.575E-27     4.261E-02     9.662E-12     2.433E+01     3.103E-16     4.000E-07     5.000E-09     2.182E-19     9.860E-17     5.705E-23     5.429E-01     2.527E-05     7.383E-04     5.052E+00     1.840E-01     1.031E-01     2.381E-02     1.123E-03     2.494E-02     7.241E-04     1.026E-03     1.670E+00     1.816E-02     2.309E-01     1.931E-01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.157E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     4.485E+02
fmp           6.948E-06     9.479E-02     1.607E-03     1.161E-01     4.332E-04     2.502E-06     3.292E-06     1.715E-04     1.327E-03     2.300E-04     2.631E-04     1.219E-03     4.610E-05     8.740E-05     1.985E-01     1.016E-03     7.000E-09     5.506E+00     1.559E-02     1.529E-03     3.977E-06     3.630E-05     3.000E-08     2.510E-07     7.146E-03     3.232E-02     1.625E-03     3.182E-02     6.905E-04     2.391E-01     1.000E-09     9.078E-05     3.247E-27     3.469E+00     1.175E-10     1.199E+01     3.786E-15     7.520E-07     5.898E-11     3.093E-19     3.883E-17     1.473E-23     1.414E+01     1.169E-03     6.728E-02     1.638E+01     6.915E-01     2.730E+00     1.946E-01     3.857E-04     2.272E-01     5.022E-03     1.339E-03     1.188E+01     2.248E-01     1.735E+00     4.002E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.827E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     9.344E+01
mvh           5.890E-06     7.602E-02     1.311E-03     9.791E-02     3.659E-04     2.103E-06     2.792E-06     1.451E-04     1.540E+00     1.486E-01     2.167E-01     6.256E+00     4.602E-01     2.005E-03     1.768E+01     3.971E+00     7.318E-05     4.708E+01     2.838E-01     2.681E-02     3.867E-06     3.049E-02     2.410E-07     6.660E-07     1.217E-01     4.351E-02     4.589E-01     1.894E-02     2.405E-03     7.315E-02     2.000E-09     4.454E-01     1.786E-27     9.015E-01     3.335E-12     1.991E+00     2.973E-17     3.000E-08     1.492E-11     1.945E-20     4.301E-17     6.430E-24     1.630E+00     3.997E-05     2.466E-02     1.433E+01     7.977E-01     2.282E+00     1.759E-02     2.881E-04     4.214E-04     9.355E-02     1.367E-02     3.726E+00     1.616E-01     3.087E-01     7.864E-02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.091E+00     0.000E+00     9.985E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.073E+02
otn           4.000E-09     2.994E-05     4.800E-07     1.936E-04     2.650E-07     3.000E-09     5.000E-09     7.620E-07     5.229E-04     5.374E-05     7.595E-05     2.108E-03     1.078E-01     3.748E-06     1.563E-01     1.882E-03     8.000E-09     2.662E-01     9.157E-03     8.649E-04     1.310E-07     1.553E-03     8.000E-09     5.300E-08     3.938E-03     3.876E-03     3.720E-02     3.071E-03     1.054E-06     1.144E-02     2.761E-13     1.512E-04     7.175E-30     1.054E-02     1.144E-13     5.416E-02     5.341E-17     1.523E-10     3.000E-09     1.183E-20     1.228E-17     5.084E-24     2.060E-02     4.800E-07     1.310E-03     1.968E-01     4.433E-01     1.595E+01     2.428E+00     9.684E-01     1.111E+00     3.297E-02     9.613E-02     7.331E-01     2.446E-02     1.829E+00     3.135E-02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     3.618E+00     0.000E+00     6.367E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     9.454E+01
ele           5.000E-09     5.505E-06     5.100E-08     2.566E-06     7.400E-08     1.000E-09     7.167E-10     9.300E-08     3.146E-05     1.155E-05     1.490E-05     1.295E-04     7.198E-06     3.710E-07     1.504E-02     3.215E-05     2.653E-10     7.926E-03     2.690E-04     2.638E-05     4.600E-08     2.569E-06     2.000E-09     4.200E-08     1.081E-04     1.380E-06     4.100E-05     4.688E-06     2.589E-06     1.763E-06     5.730E-10     3.429E-04     3.750E-28     5.425E-02     7.037E-13     1.148E+00     2.460E-20     3.045E-10     3.031E-11     6.570E-15     1.238E-16     4.423E-26     6.323E-03     3.026E-06     1.755E-03     3.339E-02     2.002E-01     4.297E-02     6.336E-04     2.131E-04     7.419E+00     1.842E-02     2.104E-03     1.444E-02     2.997E-01     1.769E+00     4.432E-06     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.857E+00     0.000E+00     4.628E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     5.917E+01
ome           1.279E-06     1.341E-02     2.642E-04     1.681E-02     1.533E-04     6.330E-07     8.120E-07     3.993E-05     2.132E-01     2.032E-02     2.982E-02     8.483E-01     6.257E-02     2.783E-04     4.892E+00     6.722E-01     5.386E-06     1.593E+01     3.882E-02     3.686E-03     2.590E-06     4.144E-03     9.900E-08     2.086E-06     1.688E-02     5.993E-03     6.434E-02     7.711E-03     7.166E-04     2.932E-02     3.000E-09     6.147E-02     3.113E-22     5.803E-02     1.121E-12     1.246E+00     2.050E-16     1.230E-07     2.400E-08     2.202E-16     2.232E-14     1.205E-20     8.465E+01     6.055E-03     2.096E-01     2.864E+01     1.797E+00     1.893E+01     1.636E+00     5.388E+00     1.261E+01     1.938E-02     3.029E-03     6.035E+00     1.616E+00     1.580E+01     2.941E-01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     7.979E+00     0.000E+00     2.414E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     4.616E+02
omf           4.550E-07     1.644E-02     2.249E-04     1.050E-02     2.782E-05     1.610E-07     2.130E-07     1.112E-05     1.193E-03     3.013E-04     1.674E-04     1.644E-03     1.099E-05     1.098E-02     2.125E-01     1.350E-03     1.200E-08     3.730E-01     2.781E-02     2.759E-03     3.960E-07     5.639E-06     2.800E-08     7.700E-08     7.381E-03     1.997E-03     3.309E-02     2.762E-03     3.322E-04     3.092E-02     2.953E-11     3.390E-01     5.993E-24     5.241E-02     3.687E-13     9.780E-01     2.880E-18     2.200E-08     6.955E-11     7.924E-18     9.851E-16     1.307E-23     1.875E-02     1.132E-06     9.752E-05     2.134E+00     2.950E-01     1.371E+00     1.081E-01     1.094E-01     4.196E-03     3.411E-02     6.468E-03     9.189E-01     4.143E-01     1.157E+00     3.835E-02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.528E+00     0.000E+00     5.782E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.112E+01
ely           9.629E-06     9.615E-01     1.121E-02     4.114E-01     5.573E-04     3.093E-06     4.337E-06     2.813E-04     1.763E+00     4.312E-01     2.435E-01     1.557E+00     1.604E+00     9.732E-06     1.587E-02     8.253E-05     7.320E-07     1.186E+01     1.892E+01     2.014E+00     2.122E-04     1.484E-01     1.782E-05     3.298E-05     3.253E+00     2.125E+00     1.009E+01     6.607E+00     1.576E+00     5.783E+00     1.590E+01     1.454E-04     2.179E+01     1.575E+01     2.052E+01     2.481E+01     5.524E+00     3.930E+00     2.630E+00     3.278E+00     8.059E+00     5.571E+00     9.268E+01     8.333E-04     1.577E+01     4.309E+00     7.197E+01     1.879E+01     3.110E-01     1.295E+00     1.402E+01     1.561E+01     2.012E+00     4.589E+01     1.191E+01     6.274E+01     5.067E-02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     4.594E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.014E+03
gdt           3.615E-10     2.627E-04     3.657E-06     1.053E-04     2.010E-07     7.556E-10     1.000E-09     2.800E-08     7.142E-05     2.673E-06     1.785E-06     6.358E-05     8.129E-05     3.429E-10     7.904E-04     1.301E-05     1.460E-07     1.312E-02     3.239E-03     2.694E-04     5.900E-08     2.256E-05     2.000E-09     1.300E-08     5.637E-04     3.706E-04     4.165E-03     4.003E-03     6.713E-04     1.110E-04     2.302E-04     5.452E-05     4.898E-05     4.193E-03     6.487E-04     5.180E-04     4.427E-05     2.589E-05     1.523E-05     1.005E-05     5.374E-05     9.991E-05     6.286E-03     6.747E-03     4.650E-03     2.238E-03     1.093E-02     6.465E-03     2.795E-04     6.807E-04     9.922E-04     2.194E-03     2.229E-04     4.482E-03     1.726E-03     1.066E-02     3.420E-03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     9.585E-02
wtr           2.097E-06     2.390E-01     2.978E-03     9.956E-02     1.432E-04     7.650E-07     1.109E-06     5.212E-05     7.598E-04     1.732E-04     1.447E-04     3.656E-04     2.666E-04     1.090E-07     4.878E-01     1.020E-03     6.000E-09     4.540E-01     7.946E-02     8.101E-03     1.074E-06     9.352E-03     6.000E-08     2.330E-07     1.380E-02     1.973E-02     1.222E-01     8.310E-02     1.888E-02     1.050E-02     8.686E-10     4.245E-03     2.923E-23     1.136E-01     3.091E-12     6.968E-01     7.719E-18     6.363E-11     4.397E-11     6.661E-18     2.864E-17     4.023E-22     7.533E+00     6.600E-04     3.011E-01     2.984E-01     8.658E-01     1.506E+00     2.835E-02     4.097E-03     2.077E-02     6.041E-02     6.951E-03     1.619E+00     2.621E-01     1.464E+00     2.911E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     5.766E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.511E+01
cns           1.970E-07     3.893E-03     5.754E-05     1.626E-03     4.072E-05     6.200E-08     2.080E-07     6.345E-06     7.143E-03     1.137E-03     1.083E-03     3.956E-03     2.442E-04     6.595E-06     2.902E+00     5.412E-01     4.167E-06     1.817E+01     1.807E-02     1.856E-03     5.480E-07     4.832E-04     1.040E-07     1.550E-07     3.289E-03     2.639E-02     3.219E-02     1.147E-02     7.918E-03     5.957E-02     5.000E-09     1.641E-03     1.259E-22     6.192E-01     4.935E-12     1.817E+00     2.994E-17     1.500E-08     5.065E-11     7.669E-18     2.113E-16     2.235E-21     1.101E+01     4.351E-03     2.600E-02     6.935E+00     9.135E-01     2.332E+01     9.076E-01     2.948E+00     1.327E+00     1.582E+00     3.628E-01     9.807E-01     4.833E-01     9.027E+00     6.821E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     5.634E-01     3.931E+00     4.389E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     5.391E+02
