table sam0(s0,ss0) Billions of Current USD
              pdr           wht           gro           v_f           osd           c_b           pfb           ocr           ctl           oap           rmk           wol           frs           fsh           coa           oil           gas           omn           cmt           omt           vol           mil           pcr           sgr           ofd           b_t           tex           wap           lea           lum           ppp           p_c           crp           nmm           i_s           nfm           fmp           mvh           otn           ele           ome           omf           ely           gdt           wtr           cns           trd           otp           wtp           atp           cmn           ofi           isr           obs           ros           osg           dwe           UnSkil        Skill         Captl         LandR         natrs         hhsld         gov           inv           depry         trdmg         indtx         prdtx         imptx         exptx         dirtx         row
trd           1.151E-01     5.548E+00     4.993E+00     7.649E+01     5.834E-01     3.387E-01     9.097E+01     2.352E+00     2.038E+01     2.513E+01     5.048E+00     1.645E+01     9.090E-02     9.911E-03     2.893E-01     2.290E+00     1.321E+01     1.612E-01     2.232E+01     3.489E+00     7.265E-01     2.846E+01     1.949E-01     2.758E-01     1.119E+01     2.101E+01     5.293E+01     2.234E+00     3.743E-01     9.511E-02     1.440E-01     2.731E+00     3.312E-04     1.124E+01     3.961E+00     2.072E+01     1.178E+00     1.047E+01     2.824E-01     2.009E+00     3.592E+00     1.754E-10     6.184E+00     5.267E+01     5.872E-01     7.009E+01     3.628E+01     4.203E+01     6.631E+00     5.820E+00     2.962E+00     8.848E+00     2.832E+00     8.182E+00     1.468E+00     4.219E+01     9.157E-03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.506E+03     5.075E-01     2.275E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.618E+02
otp           9.101E-02     2.148E+00     1.792E+00     2.069E+01     3.475E-01     7.101E-02     2.217E+01     3.618E-01     7.070E+00     7.765E+00     2.788E+00     3.855E+00     5.700E-02     7.761E-01     8.592E+00     3.113E+02     1.459E+03     4.506E+01     2.660E+01     6.442E+00     2.164E+00     3.668E+01     1.149E+00     5.362E-02     2.278E+01     5.538E+00     5.458E+00     4.254E-01     5.352E-02     2.308E+00     1.080E-01     6.936E+00     1.185E-03     3.609E+01     2.024E+00     9.557E+00     5.293E+00     5.828E+00     1.938E+00     2.752E+00     4.709E+00     1.673E-10     5.553E+00     9.474E+01     3.659E-01     1.253E+03     1.996E+01     4.115E+02     3.279E+01     5.053E+01     5.731E+00     6.226E+00     4.235E-01     5.807E+01     2.948E+00     2.457E+01     1.032E-03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.649E+02     4.515E+01     2.101E+00     0.000E+00     1.593E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.887E+02
wtp           3.198E-02     3.157E-01     2.709E-01     4.313E+00     3.912E-02     1.299E-02     3.459E+00     1.171E-01     3.670E-01     6.118E-01     1.134E-01     5.362E-01     6.941E-03     2.966E-01     1.213E+00     4.998E+01     1.756E+02     2.963E+00     2.265E+00     2.406E-01     2.274E-01     1.825E+00     2.255E-01     5.204E-03     1.954E+00     3.032E-01     4.119E-01     4.659E-02     9.319E-03     1.624E-01     5.218E-03     1.211E+00     1.014E-04     4.054E+00     4.199E-01     1.636E+00     4.417E-01     5.624E-01     1.841E-01     3.611E-01     3.492E-01     3.505E-11     8.101E-01     7.086E+00     8.858E-03     7.804E+01     1.266E+00     1.134E+01     4.908E+01     1.421E+00     2.252E-01     1.213E-01     6.336E-03     3.671E+00     6.372E-01     1.552E+00     2.516E-05     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.209E+01     1.367E+01     5.128E-01     0.000E+00     1.973E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     6.771E+01
atp           4.731E-03     2.959E-01     2.149E-01     2.673E+00     3.195E-02     1.948E-02     4.687E+00     2.351E-01     4.942E-01     4.274E-01     1.213E-01     2.204E+00     6.142E-03     5.202E-02     1.239E+00     5.604E+01     2.370E+02     5.348E+00     2.314E+00     1.240E+00     2.179E-01     7.154E+00     2.873E-02     7.639E-03     2.765E+00     9.978E-01     1.258E+00     1.191E-01     8.539E-03     2.486E-01     2.311E-02     3.229E-01     1.244E-04     1.901E+00     3.652E-01     1.837E+00     8.375E-01     1.537E+00     6.810E-01     1.389E+00     1.236E+00     4.417E-11     5.020E-01     1.312E+01     1.181E-02     8.406E+01     6.481E+00     1.083E+01     2.073E+00     2.206E+01     2.850E+00     2.240E+00     1.817E-01     2.531E+01     6.671E+00     8.069E+00     3.799E-05     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     5.602E+01     9.929E+00     6.003E-01     0.000E+00     4.555E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.641E+02
cmn           2.908E-03     2.624E-01     1.355E-01     7.091E-01     2.888E-02     3.031E-03     1.112E+00     1.214E-02     3.822E-01     2.748E-01     1.687E-01     3.548E-01     1.835E-02     1.471E-01     8.664E-01     4.749E+01     1.737E+02     6.725E+00     5.473E+00     1.385E+00     2.332E-01     7.715E+00     5.466E-02     3.440E-02     3.405E+00     3.038E+00     1.573E+00     9.551E-01     2.102E-01     2.463E-01     1.607E-01     9.095E-01     2.450E-04     3.113E+00     5.508E-01     3.246E+00     1.537E+00     5.005E+00     6.660E-01     2.378E+00     2.001E+00     1.025E-10     1.939E+00     1.151E+01     4.406E-02     2.745E+02     2.097E+01     6.097E+01     7.633E+00     1.411E+01     1.198E+02     3.116E+01     4.852E+00     1.167E+02     5.445E+00     2.456E+01     3.199E-04     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.288E+02     5.440E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     8.734E+01
ofi           1.038E-01     2.257E+00     1.714E+00     2.133E+01     3.330E-01     9.414E-02     2.167E+01     5.638E-01     6.054E+00     7.570E+00     2.355E+00     4.858E+00     3.371E-02     4.566E-03     3.670E+00     1.874E+02     5.621E+02     7.732E+00     2.644E+00     5.944E-01     1.757E-01     3.721E+00     7.956E-02     1.591E-02     2.002E+00     1.185E+00     1.871E-01     1.958E-01     1.211E-02     1.715E-03     3.050E-02     5.363E-01     3.063E-05     2.429E-01     1.550E+00     8.804E+00     1.487E-01     1.706E+00     3.174E-01     3.694E-01     4.705E-01     6.258E-12     7.273E-01     6.967E+00     3.956E-02     3.642E-01     1.135E+01     6.666E+01     1.336E+01     8.487E+00     2.047E+01     3.475E+02     1.737E+01     1.829E+01     1.844E+00     2.853E+01     6.446E-02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.562E+01     2.691E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.469E+02
isr           2.214E-02     7.209E-01     8.044E-01     1.006E+01     8.116E-02     3.453E-02     1.418E+01     2.423E-01     2.395E+00     1.516E+00     5.831E-01     4.701E+00     1.184E-01     1.864E-02     1.305E-03     1.108E+00     3.983E+00     2.372E-03     3.263E-01     5.798E-02     1.485E-02     6.526E-01     4.059E-03     6.885E-03     3.342E-01     6.222E-01     4.037E-02     5.040E-02     2.505E-03     8.302E-04     8.048E-03     1.919E-01     2.522E-06     6.419E-02     1.793E-01     4.462E-01     3.563E-02     7.194E-01     3.176E-02     8.461E-02     6.628E-02     1.148E-12     1.796E-01     9.613E-01     1.617E-02     2.248E-02     4.056E+00     1.371E+01     1.139E+00     1.227E+00     1.604E+00     2.756E+01     6.602E+01     6.215E+00     5.311E-01     1.025E+00     1.054E-02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     6.747E+00     1.790E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     7.009E+01
obs           1.302E-01     2.344E+00     1.577E+00     8.361E+00     3.878E-01     2.201E-02     8.748E+00     7.111E-02     4.493E+00     4.201E+00     2.673E+00     2.500E+00     8.354E-01     5.213E-02     8.403E-02     7.680E+02     1.704E+03     2.549E+01     5.146E+00     1.272E+00     4.057E-01     7.894E+00     1.884E-01     2.516E-02     4.765E+00     1.833E+01     1.489E+00     4.268E-01     6.098E-02     1.676E-02     7.367E-01     2.299E+00     6.351E-04     1.911E+00     3.213E+00     1.459E+01     5.016E-01     5.924E+00     2.971E+00     5.716E+00     4.321E+00     6.070E-10     2.352E+00     4.221E+01     6.847E-01     1.108E+01     6.560E+01     1.231E+02     5.212E+01     2.544E+01     2.858E+01     6.564E+01     7.874E-01     4.706E+02     9.339E+00     8.257E+01     4.008E-02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     5.742E+01     8.259E+01     2.135E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     5.440E+02
ros           9.159E-04     1.732E-02     1.109E-02     5.596E-02     2.819E-03     1.146E-04     4.892E-02     3.452E-04     3.334E-02     3.727E-02     2.178E-02     1.237E-02     1.175E-02     2.103E-02     3.295E-04     1.510E+01     7.697E+01     1.482E-03     1.950E-01     4.888E-02     1.457E-02     2.898E-01     7.291E-03     8.101E-04     1.631E-01     5.030E-02     4.889E-03     1.128E-01     5.088E-04     7.011E-05     1.918E-03     8.380E-03     2.240E-07     3.483E-03     1.854E-03     8.911E-03     8.581E-04     8.041E-02     8.986E-02     1.321E-01     4.161E-01     3.881E-14     2.687E-01     3.230E+00     7.076E-03     7.117E+00     5.212E-01     9.624E+00     1.061E+00     4.637E+00     8.844E+00     1.126E+00     1.837E-01     7.089E+00     2.303E+01     1.039E+01     4.469E-04     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.457E+02     2.899E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     4.635E+01
osg           1.252E-02     3.337E-01     2.729E-01     3.207E+00     4.486E-02     1.320E-02     3.718E+00     8.627E-02     9.802E-01     1.114E+00     3.392E-01     7.243E-01     1.035E+00     1.629E-01     1.726E-02     1.631E+01     7.124E+01     1.378E-01     1.191E+00     2.698E-01     7.414E-02     1.677E+00     3.603E-02     6.223E-03     8.665E-01     6.574E-01     5.878E-01     3.798E-01     4.727E-02     7.979E-03     2.560E-02     4.575E+00     1.925E-05     1.064E+00     5.870E-01     4.376E+00     8.790E-02     4.456E+00     5.925E-01     1.181E+00     1.119E+00     1.730E-11     1.539E+00     5.720E+00     3.200E-01     8.137E+00     9.962E+00     1.478E+01     1.218E+01     1.708E+01     1.349E+01     5.675E+00     6.255E-01     1.839E+01     3.098E+00     4.587E+01     1.168E-04     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     5.080E+02     3.560E+03     1.369E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.622E+02
dwe           2.000E-09     1.045E-06     3.840E-07     1.972E-05     1.900E-08     5.000E-08     6.518E-06     8.070E-07     1.497E-04     1.391E-04     8.411E-06     2.660E-07     6.000E-09     1.818E-06     1.530E-07     7.885E-05     5.250E-05     1.630E-05     5.442E-06     2.509E-06     4.980E-07     1.091E-05     2.820E-07     1.870E-07     6.842E-06     6.325E-06     5.160E-05     2.935E-05     2.406E-06     1.300E-06     5.780E-07     3.691E-05     1.000E-09     8.584E-06     1.023E-05     3.315E-05     1.352E-06     5.569E-06     3.803E-06     3.740E-07     1.736E-06     1.402E-16     1.426E-05     1.146E-04     3.390E-07     2.121E-04     3.721E-04     2.441E-04     4.290E-05     1.374E-05     5.148E-05     1.931E-05     1.726E-06     2.275E-04     1.398E-04     6.421E-04     6.052E-05     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.780E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00
UnSkil        1.405E+00     2.293E+01     2.788E+01     6.912E+02     6.657E+00     3.440E+00     5.000E+02     4.193E+01     2.046E+02     2.854E+02     7.522E+01     5.194E+01     2.822E+00     1.137E+00     5.903E+00     1.656E+02     8.429E+02     3.179E+01     6.436E+00     6.462E+00     1.215E+00     1.992E+01     5.224E-01     4.395E-01     2.535E+01     1.821E+01     3.842E+01     1.317E+01     1.206E+00     1.791E+00     3.116E+00     3.974E+01     3.447E-03     8.557E+01     2.374E+01     1.269E+02     2.280E+01     1.102E+02     3.417E+01     2.883E+01     3.772E+01     1.001E-06     6.805E+01     1.113E+03     3.521E+00     4.995E+02     9.983E+01     7.958E+02     9.830E+01     9.354E+01     8.304E+01     1.694E+02     2.524E+01     3.438E+02     4.120E+01     3.391E+02     1.029E-02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00
Skill         2.429E-02     3.965E-01     4.822E-01     1.195E+01     1.151E-01     5.949E-02     8.648E+00     7.252E-01     3.538E+00     4.936E+00     1.301E+00     8.982E-01     4.880E-02     1.966E-02     4.239E-01     3.784E+01     1.464E+02     4.792E+00     8.694E-01     8.728E-01     2.650E-01     2.437E+00     9.146E-02     9.582E-02     5.527E+00     2.674E+00     5.388E+00     2.002E+00     1.708E-01     2.146E-01     6.201E-01     6.686E+00     8.886E-04     1.370E+01     3.330E+00     2.205E+01     4.087E+00     2.403E+01     7.449E+00     8.084E+00     1.058E+01     1.018E-10     2.848E+01     4.655E+02     1.473E+00     7.729E+01     1.652E+01     1.317E+02     1.627E+01     1.548E+01     7.364E+01     1.502E+02     2.239E+01     3.049E+02     3.653E+01     5.394E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00
Captl         2.858E-01     4.665E+00     5.673E+00     1.406E+02     1.354E+00     6.999E-01     1.017E+02     8.532E+00     4.162E+01     5.807E+01     1.530E+01     1.057E+01     2.953E+00     6.640E+00     2.445E+00     6.619E+02     2.876E+03     4.745E+01     2.476E+01     1.024E+01     1.424E+00     3.060E+01     2.244E+00     4.028E-01     3.928E+01     4.173E+01     3.423E+01     5.406E+00     3.323E+00     1.498E+00     1.985E+00     8.820E+01     3.654E-03     1.012E+02     6.317E+01     3.132E+02     1.836E+01     2.063E+01     3.244E+00     2.091E+01     2.705E+01     4.000E-09     1.659E+02     1.490E+03     2.074E+00     7.535E+02     7.230E+02     5.419E+02     1.076E+02     8.985E+01     2.162E+02     3.960E+02     1.465E+01     7.743E+02     3.526E+01     2.777E+02     1.532E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00
LandR         6.668E-01     1.088E+01     1.324E+01     3.281E+02     3.160E+00     1.633E+00     2.374E+02     1.991E+01     9.711E+01     1.355E+02     3.571E+01     2.466E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00
natrs         0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.056E+01     7.758E+02     3.101E+03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00
hhsld         0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     7.382E+03     2.224E+03     1.043E+04     9.080E+02     3.887E+03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00
gov           0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     8.059E+02     1.191E+04     7.006E+02     4.266E+02     -9.446E+03    0.000E+00
inv           0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.315E+04     0.000E+00     0.000E+00     4.240E+03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     -1.118E+04
depry         0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     4.240E+03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00
trdmg         0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     4.022E+02
indtx         4.862E-02     9.635E-01     6.911E-01     5.204E+00     1.500E-01     1.793E-02     5.771E+00     9.646E-02     2.143E+00     2.261E+00     1.058E+00     1.331E+00     2.060E-01     2.887E-02     1.290E-02     1.768E-01     4.748E-01     8.060E-01     6.178E-01     1.148E-01     2.681E-02     8.237E-01     1.030E-02     3.872E-03     3.343E-01     2.512E-01     7.769E-01     1.362E-01     3.345E-02     1.949E-01     1.252E+00     2.900E-01     4.140E+00     5.850E+00     3.350E+00     8.269E+00     9.882E-01     5.519E-01     1.153E-01     8.415E-01     2.656E+00     2.681E+00     1.216E+02     5.315E-01     6.551E+00     5.153E-01     4.215E+01     4.919E+00     2.961E-01     4.102E-01     5.026E+00     1.105E+00     1.119E-01     9.891E+00     1.689E+00     2.399E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     3.635E+02     1.138E+02     5.415E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00
prdtx         1.575E-01     3.014E+00     1.871E+00     2.506E+01     5.585E-01     9.632E-02     1.917E+01     9.250E-01     1.177E+01     1.016E+01     5.701E+00     7.704E+00     1.154E+00     1.419E-01     1.388E+00     1.893E+03     6.228E+03     6.314E+00     1.013E+01     4.211E+00     1.201E+00     2.192E+01     3.109E-01     1.978E-01     1.588E+01     1.112E+01     3.811E+01     2.481E+00     5.524E-01     4.776E-01     7.526E+00     1.350E+02     4.480E+01     4.386E+01     2.246E+01     6.124E+01     6.015E+00     3.199E+01     1.520E+00     3.057E+00     1.470E+01     2.771E+00     2.943E+02     2.168E+03     -1.309E+02    1.830E+02     8.478E+01     1.270E+02     2.231E+01     2.053E+01     3.496E+01     1.116E+01     -1.551E+01    2.141E+02     8.219E+01     1.209E+02     3.580E-07     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00
imptx         0.000E+00     2.185E+01     0.000E+00     1.198E+01     0.000E+00     0.000E+00     0.000E+00     3.614E+00     1.118E-01     9.158E-01     0.000E+00     0.000E+00     3.223E-02     0.000E+00     2.792E-01     0.000E+00     5.988E-02     2.842E+00     1.861E+00     4.367E+00     3.447E+00     1.574E+00     1.805E-01     1.376E+01     3.086E+01     5.310E+01     6.402E+01     4.245E+01     1.336E+01     1.659E+01     1.045E+01     4.157E+00     7.937E+01     5.444E+01     5.515E+00     7.137E+00     1.247E+01     1.166E+02     4.687E+00     2.223E+01     8.955E+01     6.801E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00
exptx         0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     7.583E-03     5.568E-01     5.515E-02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.771E+01     3.112E+00     2.599E-01     4.137E-01     4.334E-01     1.968E+02     1.344E+02     2.873E+00     1.283E+00     1.709E+01     2.363E+00     4.423E+01     7.648E-01     3.392E-01     3.763E+00     1.762E-01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00
dirtx         0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     -9.446E+03    0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00
