table sam0(s0,ss0) Billions of Current USD
              pdr           wht           gro           v_f           osd           c_b           pfb           ocr           ctl           oap           rmk           wol           frs           fsh           coa           oil           gas           omn           cmt           omt           vol           mil           pcr           sgr           ofd           b_t           tex           wap           lea           lum           ppp           p_c           crp           nmm           i_s           nfm           fmp           mvh           otn           ele           ome           omf           ely           gdt           wtr           cns           trd           otp           wtp           atp           cmn           ofi           isr           obs           ros           osg           dwe           UnSkil        Skill         Captl         LandR         natrs         hhsld         gov           inv           depry         trdmg         indtx         prdtx         imptx         exptx         dirtx         row
vol           1.084E-04     1.958E-03     1.054E-03     8.809E-03     1.026E-03     8.841E-05     5.433E-02     4.780E-04     2.670E-02     5.214E-02     1.704E-02     2.508E-03     5.891E-05     8.513E-04     4.279E-04     5.098E-02     6.614E-02     1.130E-03     5.537E-04     2.193E-04     4.288E-02     2.642E-03     2.189E-05     2.891E-05     1.715E-01     1.252E-03     8.161E-03     3.567E-02     1.442E-03     3.910E-04     5.789E-04     5.565E-03     3.505E-06     8.524E-03     9.909E-04     6.622E-03     2.211E-05     2.466E-03     4.964E-04     7.326E-04     7.992E-04     1.135E-12     1.285E-03     1.236E-02     2.203E-05     7.913E-03     2.566E-01     5.504E-02     6.572E-03     2.002E-02     6.541E-04     4.558E-03     5.292E-02     3.589E-02     2.132E-01     1.016E+00     1.788E-06     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.180E+02     0.000E+00     6.910E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.629E+01
mil           5.739E-05     1.014E-03     5.219E-04     3.584E-03     1.858E-04     9.059E-06     2.413E-02     5.239E-05     2.994E-03     3.458E-03     1.820E-03     6.557E-04     2.235E-04     3.529E-03     5.882E-03     1.056E-01     9.963E-01     3.853E-03     2.311E-03     7.825E-04     2.356E-04     8.604E+01     6.978E-05     5.153E-05     5.621E+00     3.608E-03     2.855E-02     1.427E-01     1.302E-03     1.559E-03     2.596E-03     2.272E-02     1.176E-05     4.038E-02     6.503E-03     2.352E-02     1.047E-04     1.403E-02     3.500E-03     1.686E-03     3.873E-03     5.483E-12     5.887E-03     5.418E-02     1.066E-04     3.805E-02     1.069E+00     1.059E-01     1.408E-01     2.269E-02     1.543E-02     8.300E-02     1.889E-01     1.647E-01     7.400E-01     4.376E+00     1.470E-06     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     4.935E+02     8.785E+00     3.316E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     7.563E+00
pcr           1.620E-04     2.842E-03     1.473E-03     9.968E-03     5.249E-04     2.607E-05     4.356E-03     1.638E-04     9.304E-03     1.177E-02     5.235E-03     1.913E-03     7.030E-05     1.041E-03     1.016E-03     2.581E-02     2.171E-01     1.688E-03     4.223E-04     1.546E-04     5.868E-05     8.504E-04     6.084E-02     9.953E-06     2.766E-01     2.711E-01     1.179E-02     4.748E-02     2.374E-03     4.955E-04     6.429E-04     5.187E-03     5.173E-06     8.646E-03     1.129E-03     5.577E-03     2.208E-05     1.999E-03     1.217E-03     4.188E-04     7.974E-04     1.727E-12     1.367E-03     1.413E-02     2.222E-05     8.493E-03     3.264E-01     1.002E-01     4.897E-03     6.548E-03     1.427E-03     5.370E-03     5.727E-02     3.853E-02     3.191E-01     1.218E+00     7.900E-08     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     8.554E+00     0.000E+00     8.270E-01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.373E+00
sgr           2.055E-03     3.609E-02     1.880E-02     1.330E-01     6.669E-03     3.399E-04     5.714E-02     2.143E-03     9.964E-02     1.099E-01     6.033E-02     1.958E-02     3.235E-04     3.851E-03     7.028E-03     1.156E-01     8.582E-01     7.701E-03     9.182E-04     3.305E-04     9.805E-05     4.409E-03     3.299E-05     9.837E-01     2.362E+01     7.948E-02     5.257E-02     2.734E-01     2.896E-02     2.007E-03     2.804E-03     3.082E-02     2.359E-05     3.861E-02     5.916E-03     8.667E-03     1.516E-04     3.950E-03     5.572E-03     2.086E-03     4.448E-03     2.958E-11     4.686E-03     5.035E-02     1.190E-04     6.924E-02     1.620E+00     3.211E-01     1.239E-01     3.525E-02     5.807E-03     3.433E-01     1.584E-01     1.853E-01     1.442E+00     5.862E+00     1.403E-06     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     9.708E+01     0.000E+00     6.342E-01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00
ofd           2.546E-03     4.472E-02     2.529E-02     2.832E-01     9.203E-03     9.638E-04     2.514E-01     1.013E-02     1.350E+00     7.479E+00     1.101E+00     1.566E-01     3.675E-03     3.259E-02     1.780E-01     1.622E+00     9.134E+00     3.703E-02     2.021E-02     7.659E-03     3.085E+00     9.950E+00     6.051E-04     4.711E-04     5.230E+01     2.454E+00     2.717E-01     2.947E+00     3.989E-02     1.576E-02     3.631E-02     4.948E-01     1.138E-04     6.121E-01     7.198E-02     2.757E-01     2.677E-03     2.273E-01     3.589E-02     2.891E-02     7.775E-02     1.434E-10     5.825E-02     5.074E-01     2.023E-03     1.208E+00     1.806E+01     1.810E+00     8.714E-01     1.349E+00     3.464E-02     4.972E+00     3.688E+00     2.676E+00     7.029E+00     6.857E+01     9.212E-06     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     7.237E+02     5.504E+00     3.671E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     5.774E+01
b_t           2.887E-04     5.075E-03     2.623E-03     1.727E-02     9.340E-04     4.609E-05     8.467E-03     2.611E-04     1.449E-02     1.577E-02     8.625E-03     4.323E-03     1.857E-03     7.814E-03     4.835E-02     2.120E-01     1.601E+00     1.227E-03     1.109E-02     4.417E-03     1.063E-03     2.263E-02     5.191E-04     2.079E-04     1.877E-02     1.542E+01     1.533E-02     2.674E-01     1.217E-03     2.780E-03     8.918E-03     7.386E-02     1.799E-05     1.626E-01     2.112E-02     8.398E-02     3.713E-04     5.669E-02     9.497E-03     1.137E-03     1.364E-02     2.983E-11     1.725E-02     1.373E-01     3.675E-04     1.355E-01     2.557E+00     1.191E-01     8.579E-02     3.916E-01     6.107E-03     8.304E-01     1.024E-01     5.124E-01     3.629E-01     1.137E+01     5.543E-06     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     3.353E+02     0.000E+00     9.039E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.775E+01
tex           1.717E-03     2.898E-02     2.417E-02     2.880E-01     4.555E-03     1.082E-03     3.105E-01     6.868E-03     6.755E-02     5.863E-02     2.783E-02     1.259E-01     7.233E-04     1.870E-01     1.004E-01     4.220E-01     8.130E-01     2.525E-01     8.134E-01     1.862E-01     6.458E-02     1.326E+00     2.547E-02     7.897E-03     8.133E-01     7.060E-01     1.945E+02     4.911E+01     5.597E+00     2.354E-01     3.867E-02     1.053E-01     1.130E-03     7.685E-01     2.067E-01     1.240E+00     3.330E-02     1.732E+00     2.073E-01     4.131E-01     1.045E-01     4.684E-10     4.141E-01     9.652E-01     3.306E-02     1.115E+00     3.499E+00     5.460E+00     2.999E+00     4.640E-01     1.257E-01     1.220E-01     3.387E-02     1.233E+00     1.235E+00     3.587E+01     4.782E-05     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     4.122E+02     0.000E+00     5.644E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     5.495E+02
wap           2.100E-03     3.099E-02     2.816E-02     3.725E-01     4.979E-03     1.456E-03     4.054E-01     8.049E-03     7.343E-02     5.702E-02     2.729E-02     1.862E-01     4.951E-02     9.606E-03     8.765E-02     8.995E-01     3.030E+00     2.664E-01     3.235E-01     6.196E-02     2.621E-02     6.191E-01     6.634E-03     7.692E-03     3.698E-01     8.523E-01     5.334E-01     6.142E+00     5.306E-01     2.669E-02     1.235E-02     4.117E-02     2.214E-05     6.646E-01     1.837E+00     7.798E+00     6.919E-02     3.183E-01     1.724E-01     1.898E-01     1.494E-01     7.634E-11     3.339E-01     2.804E+00     2.714E-02     1.980E+00     1.509E+00     3.630E+00     2.496E+00     6.082E-01     3.339E-01     1.460E-02     3.339E-03     2.418E+00     4.433E-01     6.121E+00     6.615E-06     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.084E+02     2.015E+00     2.555E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     6.680E+01
lea           5.354E-04     9.134E-03     1.143E-02     2.329E-01     1.256E-03     9.974E-04     2.601E-01     5.939E-03     3.143E-02     2.492E-02     5.789E-03     1.199E-01     1.106E-02     4.210E-04     2.572E-05     1.850E-02     6.259E-02     1.842E-03     2.022E-02     3.601E-03     1.512E-03     3.842E-02     3.333E-04     5.202E-04     2.199E-02     4.357E-02     1.218E-01     8.060E-01     2.107E+00     8.092E-05     4.539E-03     5.603E-03     3.780E-07     1.451E-01     1.052E-05     2.020E-05     6.297E-03     1.707E-01     7.445E-03     7.654E-03     1.885E-01     6.304E-11     1.811E-01     2.062E+00     4.692E-03     4.564E-01     1.438E-02     7.114E-01     1.640E-01     2.749E-01     3.133E-02     5.245E-03     5.719E-04     2.895E-02     6.214E-03     4.086E+00     3.460E-07     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.005E+02     0.000E+00     2.266E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     5.477E+00
lum           4.859E-02     6.095E-01     5.825E-01     7.958E+00     1.021E-01     3.092E-02     8.598E+00     1.650E-01     1.398E+00     9.264E-01     4.817E-01     4.226E+00     2.170E-01     6.668E-02     2.531E+00     4.459E+00     1.546E+01     2.176E+00     4.773E+00     9.107E-01     4.207E-01     9.722E+00     9.810E-02     1.301E-01     5.989E+00     1.076E+01     2.688E-01     1.621E-01     3.642E-02     1.392E+01     5.672E-01     2.042E+01     8.108E-04     1.254E+01     9.565E-01     4.070E+00     1.630E+00     5.650E+01     2.867E+00     8.447E-01     7.163E-01     5.000E-09     1.204E+00     1.935E+00     7.663E-02     1.681E+02     5.731E+00     5.757E+01     6.632E+00     5.434E+00     5.582E-01     3.239E-01     3.864E-02     3.888E+00     2.412E+00     2.419E+01     5.146E-04     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.133E+02     2.091E+00     5.046E-01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.845E+00
ppp           1.089E-02     2.231E-01     2.244E-01     3.684E+00     3.027E-02     1.538E-02     4.120E+00     9.542E-02     7.051E-01     6.946E-01     1.842E-01     1.480E+00     7.593E-02     1.760E-02     7.400E-03     9.187E-01     2.245E+00     4.744E-01     1.190E+01     2.855E+00     1.099E+00     2.042E+01     4.104E-01     9.870E-02     1.423E+01     1.102E+01     7.301E-01     3.794E-01     2.180E-01     7.355E-03     5.174E+00     9.412E-01     4.015E-04     1.352E+00     9.664E-02     6.008E-01     9.976E-02     1.511E+00     1.146E-01     1.388E+00     4.430E+00     6.982E-11     1.366E+00     2.383E+01     1.259E-02     1.923E+00     1.318E+01     1.480E+01     2.033E+00     3.662E+00     2.299E+00     1.064E+01     1.446E+00     1.243E+01     8.177E+00     4.761E+01     2.752E-04     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     5.490E+01     5.088E-01     3.999E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     7.582E+00
p_c           1.120E+00     2.372E+01     1.560E+01     8.404E+01     3.793E+00     2.340E-01     8.955E+01     8.977E-01     4.747E+01     4.739E+01     2.813E+01     2.034E+01     2.347E+00     1.717E+00     5.832E-02     2.433E-02     8.477E-03     3.415E-01     9.209E-02     2.225E-02     6.468E-03     1.337E-01     3.224E-03     3.991E-04     7.324E-02     3.081E-02     2.893E+01     2.722E+00     3.989E-01     1.695E-02     5.067E-02     4.089E+02     1.540E+00     9.683E+00     1.308E+00     8.947E-01     7.550E-01     1.267E-02     9.956E-02     4.087E-01     2.235E+00     4.229E-01     3.655E+02     1.620E-02     3.208E+01     9.709E+01     6.199E+02     9.403E+02     5.227E+01     1.081E+02     2.465E+02     6.437E+01     5.492E+00     2.911E+02     7.315E+01     4.201E+02     7.677E-06     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     7.069E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.816E+03
crp           3.311E-01     4.315E+00     3.632E+00     3.759E+01     7.375E-01     1.369E-01     4.044E+01     6.757E-01     8.849E+00     6.360E+00     3.839E+00     1.884E+01     7.824E-02     7.562E-02     1.941E+00     1.941E+01     1.954E+01     8.067E+00     1.100E+01     2.687E+00     1.121E+00     2.039E+01     3.975E-01     1.286E-01     1.455E+01     1.046E+01     9.870E+00     8.634E-01     2.631E+00     6.181E-01     1.354E+00     1.798E+01     1.109E-02     2.790E+01     4.870E+00     7.072E+01     2.847E+00     2.419E+01     2.572E+00     4.109E+00     8.352E+00     6.149E-10     2.761E+00     1.801E+01     3.516E-01     1.128E+02     2.130E+01     2.050E+02     2.420E+01     1.983E+01     9.628E-01     4.236E+00     3.648E-01     4.267E+01     7.220E+00     6.957E+01     1.678E-03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     4.098E+02     3.481E+00     2.571E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     8.149E+02
nmm           2.915E-02     8.457E-01     7.849E-01     1.171E+01     1.042E-01     5.024E-02     1.358E+01     3.322E-01     2.850E+00     3.260E+00     7.663E-01     3.240E+00     2.507E-02     2.624E-02     4.510E-01     8.546E+00     2.513E+01     2.366E+00     6.046E+00     1.306E+00     4.247E-01     9.347E+00     1.639E-01     5.297E-02     5.517E+00     3.959E+00     7.880E-01     2.249E-02     1.643E-02     9.600E-02     2.711E-02     2.945E+00     4.531E-04     3.985E+01     2.865E-01     5.598E-01     3.502E-01     3.297E+00     7.255E-01     6.875E-01     9.823E+00     2.189E-10     1.978E+00     4.194E+00     1.060E-01     7.376E+02     7.437E+00     1.422E+01     2.081E+00     5.158E-01     1.976E-01     3.350E-01     2.005E-02     6.891E+00     1.046E+00     7.351E+00     8.053E-04     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     7.061E+01     6.258E-01     2.446E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.123E+02
i_s           4.403E-02     9.807E-01     1.253E+00     1.514E+01     1.844E-01     3.974E-02     1.221E+01     5.480E-01     4.370E+00     3.666E+00     1.069E+00     2.966E+00     2.001E-02     5.107E-01     1.772E+00     2.870E+01     1.451E+02     9.002E+00     1.424E+00     2.756E-01     1.472E-01     2.752E+00     5.589E-02     2.308E-02     1.523E+00     8.307E-01     8.036E+00     3.304E-02     8.958E-03     9.085E-01     1.307E+00     1.151E+00     1.295E-03     3.272E+01     2.607E+02     3.541E+02     5.404E+01     1.723E+02     1.477E+01     1.351E+01     3.102E+01     2.000E-09     2.316E+00     1.607E+01     8.065E-01     5.054E+02     6.375E+00     1.117E+02     5.881E+00     4.569E+00     2.512E+00     1.260E-01     5.072E-03     2.625E+01     7.823E-01     1.495E+00     1.001E-03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.233E+02     0.000E+00     1.345E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.042E+02
nfm           1.843E-02     3.314E-01     1.966E-01     2.386E+00     3.634E-02     3.248E-02     4.165E+00     5.120E-02     5.063E-01     7.705E-01     3.185E-01     1.898E+00     8.948E-03     2.311E-01     8.126E-01     1.850E+01     2.206E+01     3.911E+00     1.166E+00     2.682E-01     5.806E-02     1.838E+00     1.899E-02     1.448E-02     1.074E+00     1.441E+00     3.709E+00     2.170E-02     6.702E-03     3.868E-01     6.463E-01     1.704E-01     6.145E-04     6.619E+00     2.068E+01     4.709E+02     1.761E+01     5.979E+01     4.767E+00     1.513E+01     1.018E+01     2.000E-09     1.869E+00     5.589E+00     1.315E-01     1.578E+02     4.123E+00     2.373E+01     1.476E+01     3.085E+00     6.725E+00     5.157E-02     7.735E-03     1.235E+01     4.071E-01     8.996E-01     3.960E-05     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     6.715E+01     0.000E+00     1.075E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.648E+03
fmp           6.325E-02     1.208E+00     1.201E+00     1.890E+01     1.683E-01     7.930E-02     2.136E+01     4.849E-01     3.689E+00     3.549E+00     9.953E-01     7.778E+00     6.441E-02     2.777E-02     1.292E+00     1.228E+01     6.017E+01     1.606E+00     1.973E+00     4.450E-01     1.669E-01     3.345E+00     5.947E-02     2.079E-02     2.199E+00     1.900E+00     5.321E+00     7.636E-02     1.157E-01     3.834E-01     1.448E-01     2.075E+01     5.255E-04     2.579E+01     3.852E-01     1.454E+00     3.908E+01     1.492E+01     2.411E+00     3.049E+00     3.976E+00     2.489E-10     1.812E+00     9.902E+01     1.960E-01     7.088E+01     9.697E+00     1.256E+01     2.881E+00     1.248E+00     1.460E+00     2.664E-01     5.741E-02     4.725E+00     1.971E+00     5.310E+00     1.280E-03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.721E+01     0.000E+00     8.065E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     5.959E+01
mvh           3.982E-02     6.586E-01     1.489E+00     1.432E+01     1.456E-01     7.213E-02     2.220E+01     4.258E-01     3.028E+00     1.365E+00     4.081E-01     1.023E+01     4.618E-01     3.992E-02     2.418E-01     8.612E-01     3.575E+01     2.641E-01     7.915E-01     2.247E-01     7.144E-02     1.714E+00     2.046E-02     1.962E-02     1.912E+00     4.097E+00     1.052E+00     4.452E-01     1.004E-01     1.869E-01     5.525E-02     1.066E+00     6.241E-05     3.284E+00     1.700E-01     1.257E+00     4.155E-01     1.082E+02     3.604E-01     1.552E-02     1.163E+00     5.188E-11     1.505E+01     4.621E+01     1.349E+00     3.908E+01     2.348E+01     5.039E+01     3.069E+00     4.142E+00     1.395E+00     5.909E+00     7.589E-01     1.056E+00     3.386E+00     1.607E+01     3.088E-05     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     3.572E+02     0.000E+00     5.753E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     7.843E+02
otn           4.892E-03     2.765E-01     8.881E-02     5.101E+00     2.122E-02     2.740E-02     1.065E+01     1.643E-01     2.630E-01     4.669E-01     6.294E-02     8.930E-01     1.283E-01     1.268E-01     1.686E-01     1.897E+00     1.304E+01     2.767E-02     2.537E-01     6.144E-02     2.874E-02     3.513E-01     7.569E-03     1.943E-02     2.069E-01     3.063E-01     1.037E+00     5.577E-02     1.193E-02     2.868E-03     4.872E-03     1.096E-01     5.040E-06     4.256E-01     1.547E-01     4.237E-01     5.936E-02     4.296E+00     3.148E+01     6.231E-03     1.380E-01     8.752E-12     1.817E+00     7.163E+00     5.525E-02     1.019E+01     4.369E-01     4.368E+01     4.247E+01     6.558E+01     4.293E-01     8.551E-02     3.857E-01     2.169E-01     1.264E-01     2.086E+01     4.368E-06     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     4.119E+01     0.000E+00     1.661E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.355E+01
ele           1.081E-01     1.376E+00     9.687E-01     5.640E+00     2.408E-01     1.372E-02     4.999E+00     2.956E-02     2.389E+00     1.857E+00     1.372E+00     2.513E+00     4.026E-02     8.690E-02     4.911E-01     4.705E+00     1.848E+01     3.858E-01     3.612E-01     8.188E-02     3.235E-02     6.146E-01     1.168E-02     3.372E-03     3.795E-01     2.330E-01     5.593E-01     2.548E-02     1.069E-02     2.759E-02     2.042E-02     2.608E+00     3.737E-05     6.469E-01     6.737E-01     5.264E+00     1.899E-01     9.753E+00     5.121E+00     5.253E+01     2.610E+00     1.275E-10     4.970E+00     8.084E+01     2.802E-02     7.156E+01     1.607E+00     4.508E+00     3.021E-01     2.263E+00     3.149E+01     3.351E+00     3.081E-01     6.585E+00     1.347E+00     5.913E+00     1.706E-05     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     3.884E+01     0.000E+00     1.685E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     6.679E+00
ome           1.641E+00     1.760E+01     1.370E+01     9.072E+01     3.213E+00     2.613E-01     9.358E+01     8.256E-01     2.993E+01     1.846E+01     1.493E+01     4.346E+01     5.194E-01     3.513E-02     1.116E+01     6.503E+00     3.411E+01     4.658E+01     1.065E+01     2.933E+00     1.337E+00     2.049E+01     4.822E-01     5.307E-02     1.746E+01     6.154E+00     1.544E+01     2.852E-01     2.736E-02     6.726E-01     1.500E-01     3.369E+02     6.544E-04     7.808E+00     2.429E+00     1.878E+01     2.391E+01     4.392E+01     1.220E+01     4.970E+00     8.152E+01     1.580E-10     8.479E+01     9.156E+01     6.597E-01     1.255E+02     2.176E+01     5.527E+01     1.473E+01     4.550E+00     5.271E+01     3.930E+00     5.223E-01     4.752E+01     5.758E+00     3.772E+01     1.319E-03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.129E+02     0.000E+00     1.007E+03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.067E+02
omf           1.845E-03     5.434E-02     5.579E-02     9.601E-01     6.455E-03     4.176E-03     1.107E+00     2.719E-02     1.969E-01     2.174E-01     4.521E-02     3.273E-01     1.584E-02     6.356E-04     3.906E-02     3.220E-01     1.640E+00     1.666E-02     1.114E-01     1.995E-02     5.963E-03     1.693E-01     1.765E-03     1.577E-03     8.621E-02     1.284E-01     4.169E-01     7.715E-02     2.340E-02     6.296E-03     4.296E-01     4.262E-02     1.780E-05     2.553E-02     8.752E-03     6.441E-02     8.304E-01     5.819E+00     6.775E-01     4.917E-01     6.585E-01     1.037E-10     8.352E-01     1.215E+00     1.041E-01     3.109E+00     5.289E+00     9.757E-01     5.095E-01     1.519E-01     3.887E-01     3.325E+00     5.157E-01     2.439E+00     6.756E-01     7.936E+00     3.373E-04     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     6.889E+01     0.000E+00     3.138E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.113E+01
ely           3.454E+00     6.773E+01     4.873E+01     3.688E+02     1.056E+01     1.273E+00     4.090E+02     6.852E+00     1.507E+02     1.528E+02     7.405E+01     9.516E+01     1.519E+01     1.845E+00     9.807E-01     1.344E+01     3.608E+01     4.744E+01     1.881E+01     4.321E+00     1.298E+00     2.766E+01     5.880E-01     1.050E-01     1.567E+01     7.426E+00     5.070E+01     9.359E+00     2.462E+00     1.454E+01     7.380E+01     2.208E+01     2.606E+02     7.582E+01     1.573E+02     5.818E+02     3.561E+01     2.485E+01     8.028E+00     5.330E+01     1.059E+02     3.612E+01     2.805E+02     4.041E+01     3.480E+01     1.968E+01     3.854E+02     1.123E+02     9.382E+00     7.879E+00     8.718E+01     6.484E+01     6.340E+00     3.555E+02     1.090E+02     1.303E+03     9.090E-05     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     9.226E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     4.884E+02
gdt           6.379E-02     1.507E+00     1.119E+00     1.010E+01     2.205E-01     3.829E-02     1.153E+01     2.335E-01     3.765E+00     4.118E+00     1.636E+00     2.148E+00     7.833E-02     3.242E-02     3.919E-03     8.127E-01     3.241E+00     1.692E+01     1.286E+01     2.873E+00     8.107E-01     1.831E+01     3.765E-01     7.305E-02     9.725E+00     5.238E+00     1.389E+01     3.054E+00     1.326E+00     6.244E+00     2.741E+01     3.075E+00     1.161E+02     1.078E+01     2.900E+01     4.932E+00     4.787E+01     2.050E+01     7.754E+00     2.356E+01     5.933E+01     2.846E+01     8.515E+01     4.620E+00     1.031E+02     4.894E+00     1.004E+02     1.772E+01     2.802E+00     1.357E+00     2.109E+01     8.568E+00     4.257E-01     2.861E+02     5.423E+01     6.444E+02     6.116E-06     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.613E+03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.748E+03
wtr           1.106E-02     2.736E-01     1.972E-01     1.667E+00     4.040E-02     6.115E-03     1.882E+00     3.649E-02     6.647E-01     7.280E-01     3.156E-01     3.375E-01     2.229E-02     3.693E-03     1.560E-02     3.641E+00     1.677E+01     4.707E-01     1.559E+00     2.815E-01     6.540E-02     2.460E+00     2.488E-02     1.498E-02     9.428E-01     1.199E+00     1.515E+00     6.699E-01     6.795E-02     1.636E-02     3.589E-02     2.355E+00     5.438E-05     2.105E+00     2.458E-01     6.232E-01     6.242E-02     2.099E+00     1.807E-01     3.654E-01     7.569E-01     3.884E-12     9.469E-01     1.386E+01     2.427E+00     2.182E+00     4.940E+00     7.601E+00     3.910E-01     3.599E-01     2.876E-01     1.035E+00     1.023E-01     5.431E+00     1.392E+00     2.942E+01     5.811E-03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     9.099E+01     1.775E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     5.354E+00
cns           1.408E-01     2.770E+00     1.809E+00     8.733E+00     4.514E-01     2.169E-02     9.129E+00     6.157E-02     5.339E+00     5.168E+00     3.260E+00     2.158E+00     1.475E-02     2.520E-02     9.497E-03     3.716E+02     1.728E+03     2.345E-01     8.043E-01     1.685E-01     4.513E-02     1.125E+00     2.010E-02     5.719E-03     5.622E-01     4.229E-01     9.461E-01     6.446E-01     2.199E-01     1.526E-02     7.255E-03     2.802E+01     9.598E-05     9.355E-01     5.226E-01     1.654E+00     3.108E-02     8.067E-01     6.851E-02     2.886E-01     1.484E-01     3.850E-11     5.094E+01     5.880E+02     8.277E-01     7.251E+01     5.545E+01     4.352E+01     5.791E+00     3.020E+00     8.616E+00     1.126E+01     7.199E+00     3.618E+01     2.132E+00     2.370E+01     1.019E-01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     6.587E+01     1.640E+01     2.726E+03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     6.580E+01
