table sam0(s0,ss0) Billions of Current USD
            	pdr           wht           gro           v_f           osd           c_b           pfb           ocr           ctl           oap           rmk           wol           frs           fsh           coa           oil           gas           omn           cmt           omt           vol           mil           pcr           sgr           ofd           b_t           tex           wap           lea           lum           ppp           p_c           crp           nmm           i_s           nfm           fmp           mvh           otn           ele           ome           omf           ely           gdt           wtr           cns           trd           otp           wtp           atp           cmn           ofi           isr           obs           ros           osg           dwe           UnSkil        Skill         Captl         LandR         natrs         hhsld         gov           inv           depry         trdmg         indtx         prdtx         imptx         exptx         dirtx         row
vol           7.123E-06     1.427E-04     1.015E-04     1.649E-03     6.055E-04     6.540E-05     7.313E-03     3.131E-04     1.352E-02     3.166E-02     9.720E-03     8.064E-04     2.352E-06     1.240E-04     1.797E-04     6.500E-03     1.326E-05     7.631E-06     1.036E-04     4.669E-05     8.686E-03     6.290E-04     2.205E-06     2.501E-05     1.603E-02     2.452E-04     1.563E-04     2.140E-02     1.643E-04     6.583E-10     9.870E-07     3.030E-04     2.890E-21     2.143E-03     6.907E-05     2.620E-03     5.351E-06     8.958E-05     2.337E-05     2.991E-05     6.213E-04     3.550E-07     6.558E-03     4.710E-07     2.464E-05     1.545E-03     6.566E-02     1.446E-03     2.803E-05     2.178E-03     5.938E-05     2.211E-04     6.545E-03     1.796E-03     7.943E-03     1.747E-01     5.640E-07     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     3.417E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     9.142E+00
mil           5.800E-08     5.187E-06     1.479E-06     1.136E-04     3.650E-07     2.060E-07     3.301E-03     2.366E-06     1.798E-04     3.287E-04     1.262E-04     6.824E-05     1.047E-05     6.106E-04     3.994E-03     1.302E-02     1.882E-04     3.714E-05     4.581E-04     1.787E-04     1.022E-04     2.326E+01     9.169E-06     4.598E-05     1.053E+00     7.541E-04     7.208E-04     9.849E-02     7.747E-04     3.000E-09     4.758E-06     1.401E-03     1.214E-20     1.030E-02     4.656E-04     9.204E-03     2.481E-05     5.107E-04     4.246E-04     5.330E-05     2.950E-03     1.741E-06     3.222E-02     2.319E-06     1.178E-04     7.095E-03     3.095E-01     3.031E-03     1.528E-03     2.366E-03     2.862E-04     5.101E-03     2.217E-02     8.603E-03     3.920E-02     8.346E-01     3.420E-07     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.027E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     3.193E+01
pcr           1.035E-06     1.776E-05     1.603E-05     6.074E-04     6.128E-06     2.642E-06     7.072E-05     4.778E-05     2.525E-03     5.588E-03     1.034E-03     5.401E-04     3.469E-06     1.210E-04     8.886E-04     4.177E-03     5.464E-05     8.208E-06     8.393E-05     3.363E-05     2.354E-05     2.393E-04     4.379E-03     9.158E-06     3.602E-02     8.829E-02     1.477E-04     4.285E-02     2.456E-04     7.088E-10     1.276E-06     4.932E-04     2.761E-21     2.804E-03     8.217E-05     2.760E-03     9.427E-06     1.170E-04     1.628E-04     5.215E-06     9.507E-04     3.600E-07     6.822E-03     4.760E-07     3.673E-05     3.165E-03     1.077E-01     3.002E-03     5.418E-05     1.206E-03     8.466E-05     6.215E-04     1.333E-02     2.505E-03     8.035E-03     2.538E-01     2.500E-08     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     5.770E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00
sgr           4.256E-06     7.287E-05     8.357E-05     3.117E-03     2.509E-05     1.044E-05     3.094E-04     1.387E-04     8.921E-04     1.135E-03     5.899E-04     2.303E-04     1.242E-05     2.949E-04     4.827E-03     1.361E-02     1.740E-04     2.334E-05     1.965E-04     7.999E-05     4.520E-05     1.125E-03     4.322E-06     8.937E-01     4.731E+00     1.744E-02     3.915E-04     1.932E-01     9.506E-04     2.000E-09     4.380E-06     2.025E-03     9.016E-21     9.758E-03     4.398E-04     2.473E-03     4.020E-05     1.625E-04     6.222E-04     3.820E-05     3.713E-03     9.410E-07     1.831E-02     1.213E-06     1.413E-04     1.442E-02     4.322E-01     6.760E-03     9.659E-04     4.300E-03     3.140E-04     2.441E-02     1.993E-02     9.166E-03     2.084E-02     9.567E-01     3.160E-07     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     3.087E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     3.274E+00
ofd           8.783E-05     1.222E-03     1.290E-03     3.164E-02     6.885E-04     2.170E-04     1.088E-02     2.521E-03     1.620E-01     1.154E+00     1.352E-01     1.991E-02     2.003E-04     5.296E-03     1.280E-01     2.013E-01     1.716E-03     3.989E-04     3.917E-03     1.697E-03     1.391E+00     2.690E+00     7.864E-05     4.112E-04     1.063E+01     5.236E-01     6.865E-03     2.920E+00     1.493E-02     3.400E-08     7.082E-05     3.127E-02     1.648E-19     1.572E-01     5.103E-03     1.079E-01     6.164E-04     8.080E-03     4.492E-03     1.237E-03     5.804E-02     1.651E-05     3.180E-01     2.139E-05     2.215E-03     2.175E-01     6.698E+00     7.191E-02     9.987E-03     1.908E-01     4.974E-03     3.045E-01     4.208E-01     1.457E-01     3.672E-01     1.509E+01     2.025E-06     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.308E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.786E+01
b_t           3.020E-07     2.053E-05     7.706E-06     2.346E-04     1.211E-06     2.509E-06     2.896E-04     1.305E-05     1.077E-03     1.016E-03     5.227E-04     1.735E-03     3.801E-05     2.202E-03     3.729E-02     2.927E-02     3.170E-04     1.351E-04     1.565E-03     6.226E-04     2.876E-04     4.553E-03     3.298E-05     1.654E-04     2.813E-03     2.311E+00     2.539E-03     3.546E-01     2.784E-03     1.200E-08     1.714E-05     5.041E-03     5.955E-20     3.710E-02     1.584E-03     3.586E-02     8.912E-05     2.088E-03     1.878E-03     6.700E-05     1.062E-02     6.274E-06     1.162E-01     8.365E-06     4.236E-04     2.548E-02     1.115E+00     7.018E-03     1.360E-03     6.107E-02     1.027E-03     5.363E-02     1.218E-02     3.106E-02     1.412E-01     3.008E+00     2.325E-06     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.216E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     5.393E+00
tex           1.031E-04     1.648E-03     1.810E-03     2.529E-02     3.259E-04     1.768E-04     7.741E-03     1.119E-03     5.731E-03     6.239E-03     1.582E-03     9.320E-03     7.010E-07     8.540E-07     3.168E-02     2.791E-03     1.915E-05     1.232E-03     5.620E-02     1.094E-02     6.701E-03     1.185E-01     4.862E-04     3.708E-03     3.906E-02     7.091E-02     8.112E+00     3.061E+01     1.818E+00     6.370E-07     2.079E-05     4.432E-03     1.885E-15     1.429E-01     7.857E-03     3.887E-01     3.823E-03     3.936E-02     3.144E-03     4.101E-04     4.694E-02     7.615E-05     1.604E+00     2.422E-05     2.364E-02     1.155E-01     9.081E-01     4.998E-02     1.296E-02     1.743E-02     4.652E-03     3.631E-03     2.508E-03     2.677E-02     8.045E-02     5.381E+00     7.813E-06     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     6.911E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.366E+01
wap           6.271E-05     8.961E-04     1.038E-03     1.444E-02     1.788E-04     1.036E-04     4.489E-03     5.667E-04     3.161E-03     3.343E-03     8.083E-04     5.751E-03     6.000E-04     1.950E-07     4.001E-03     2.494E-03     3.019E-05     5.357E-04     1.766E-02     3.545E-03     2.604E-03     4.108E-02     1.788E-04     1.409E-03     1.491E-02     2.738E-02     4.807E-03     6.348E-03     3.543E-04     3.000E-09     5.898E-06     4.909E-04     1.168E-20     3.882E-02     3.027E-02     6.635E-01     2.715E-03     2.670E-03     1.038E-03     2.183E-03     7.760E-03     5.073E-06     4.038E-01     2.566E-05     6.039E-03     5.725E-02     1.558E-01     3.057E-02     6.479E-03     1.599E-02     1.356E-03     1.531E-04     7.021E-05     2.607E-02     1.491E-02     3.447E-01     1.081E-06     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.170E+01     0.000E+00     1.614E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     7.090E+01
lea           1.033E-04     1.292E-03     1.578E-03     2.267E-02     2.690E-04     1.630E-04     7.047E-03     8.595E-04     4.506E-03     4.387E-03     1.080E-03     9.950E-03     3.559E-04     5.226E-05     3.910E-07     2.160E-07     3.000E-09     1.037E-04     2.297E-03     4.701E-04     3.818E-04     5.669E-03     2.549E-05     2.051E-04     2.162E-03     3.995E-03     8.642E-03     4.661E-01     2.055E+00     4.202E-12     4.691E-06     1.673E-04     3.261E-21     1.776E-02     5.700E-07     4.495E-06     6.645E-04     2.672E-03     4.895E-04     1.930E-04     6.437E-02     5.125E-06     5.382E-01     5.530E-05     2.377E-03     3.759E-02     3.132E-03     3.027E-02     1.433E-03     2.105E-02     3.429E-03     1.419E-04     4.112E-05     7.314E-04     1.604E-03     5.045E-01     6.700E-08     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     9.992E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.187E+01
lum           7.524E-03     6.811E-02     9.483E-02     1.510E+00     1.574E-02     1.066E-02     4.569E-01     5.351E-02     2.279E-01     1.595E-01     4.597E-02     7.886E-01     4.271E-03     5.780E-07     1.442E-01     8.449E-02     1.069E-03     4.053E-02     1.055E+00     2.292E-01     2.359E-01     3.065E+00     1.484E-02     1.248E-01     1.307E+00     2.444E+00     1.818E-02     1.340E-01     8.561E-02     2.974E-05     9.977E-05     9.271E-01     6.045E-16     3.515E+00     4.469E-02     4.976E-01     4.029E-01     2.138E+00     1.507E-01     9.566E-03     5.060E-01     2.260E-03     7.487E+00     1.900E-08     9.064E-02     1.685E+01     2.654E+00     3.784E+00     1.153E-01     9.485E-01     6.431E-02     2.139E-02     4.705E-03     1.168E-01     2.501E-01     5.845E+00     1.153E-04     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.267E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     3.411E+00
ppp           4.700E-03     6.173E-02     7.406E-02     1.062E+00     1.266E-02     7.555E-03     3.271E-01     4.037E-02     2.167E-01     2.168E-01     5.289E-02     4.467E-01     1.403E-03     9.489E-05     3.650E-03     1.831E-02     1.674E-04     2.854E-03     1.253E+00     2.553E-01     1.997E-01     3.032E+00     1.346E-02     1.076E-01     1.137E+00     2.094E+00     7.613E-02     4.874E-01     5.251E-01     3.200E-08     7.404E-03     8.381E-02     4.499E-16     4.642E-01     9.479E-03     3.394E-01     2.925E-02     7.288E-02     1.359E-02     6.220E-02     4.560E+00     1.511E-05     8.597E+00     1.439E-03     1.889E-02     3.141E-01     7.472E+00     1.124E+00     4.398E-02     8.205E-01     1.489E-01     8.887E-01     2.223E-01     6.366E-01     1.371E+00     9.917E+00     6.583E-05     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     8.865E+00     0.000E+00     7.956E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     4.374E+00
p_c           1.509E-04     1.359E-03     1.892E-03     2.991E-02     3.145E-04     2.131E-04     9.128E-03     1.069E-03     4.501E-03     3.102E-03     8.890E-04     1.582E-02     1.126E-04     5.249E-05     3.004E-03     1.351E-03     1.379E-03     2.191E-03     3.321E-03     7.233E-04     7.512E-04     9.702E-03     4.700E-05     3.969E-04     4.155E-03     7.769E-03     2.439E-03     3.983E-03     6.478E-04     1.628E-04     2.083E-03     3.857E-04     6.963E-04     4.305E-02     8.314E-02     4.967E-02     7.803E-04     1.245E-03     8.831E-05     4.094E-05     6.089E-03     7.235E-04     5.130E-02     3.461E-04     1.853E+01     7.766E-02     1.046E+02     6.551E+01     4.709E+00     5.760E+01     1.208E+00     1.677E+00     3.947E-01     3.008E+00     1.780E+00     4.519E+01     8.080E-07     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.444E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.824E+01
crp           3.118E-02     2.944E-01     4.023E-01     6.264E+00     6.816E-02     4.471E-02     1.915E+00     2.258E-01     9.814E-01     7.247E-01     2.019E-01     3.229E+00     3.837E-03     1.184E-06     8.358E-02     1.747E+00     2.146E-03     6.584E-02     1.027E+00     2.217E-01     2.219E-01     2.925E+00     1.404E-02     1.176E-01     1.233E+00     2.301E+00     1.158E+00     8.099E-01     2.323E+00     3.740E-07     1.920E-03     2.266E-01     6.430E-14     7.980E+00     3.654E-01     3.159E+01     7.326E-01     9.604E-01     1.125E-01     2.210E-01     5.152E+00     1.830E-04     1.466E+01     4.246E-04     4.095E-01     1.990E+01     1.104E+01     1.886E+01     4.985E-01     4.149E+00     1.323E-01     2.952E-01     4.732E-02     2.227E+00     2.287E+00     1.323E+01     3.817E-04     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     8.870E+01     5.118E-01     8.411E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.654E+01
nmm           1.104E-02     2.224E-01     2.337E-01     2.930E+00     4.115E-02     2.133E-02     9.354E-01     1.214E-01     8.091E-01     9.757E-01     2.243E-01     8.643E-01     1.932E-03     2.500E-08     3.163E-02     1.220E-01     9.451E-04     4.472E-03     8.388E-01     1.639E-01     1.030E-01     1.796E+00     7.423E-03     5.645E-02     6.005E-01     1.094E+00     8.149E-02     2.012E-02     4.305E-02     8.300E-08     5.888E-05     2.337E-01     3.613E-17     1.040E+01     2.464E-02     2.404E-01     9.646E-02     1.329E-01     2.402E-02     3.679E-02     8.836E+00     7.293E-05     1.406E+01     9.836E-05     1.242E-01     1.129E+02     3.420E+00     8.052E-01     3.586E-02     8.586E-02     1.988E-02     2.168E-02     2.475E-03     2.046E-01     1.602E-01     1.783E+00     2.086E-04     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.816E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.031E+02
i_s           5.592E-03     1.702E-01     2.511E-01     2.648E+00     4.647E-02     1.051E-02     6.218E-01     1.401E-01     9.231E-01     9.088E-01     2.188E-01     3.806E-01     1.570E-07     5.400E-08     1.713E-02     6.116E-02     1.220E-03     3.193E-02     1.892E-01     2.735E-02     3.646E-02     4.512E-01     3.889E-03     1.492E-02     1.113E-01     1.323E-01     1.948E-01     1.823E-02     1.622E-02     4.600E-07     2.233E-04     4.706E-02     6.155E-17     5.932E+00     1.389E+01     7.868E+00     5.435E+00     4.809E+00     1.425E+00     2.079E-01     1.284E+01     7.423E-04     8.942E+00     3.950E-04     5.772E-01     3.894E+01     1.699E+00     4.830E-01     8.168E-03     5.729E-02     1.685E-01     1.393E-03     4.925E-04     1.242E-02     4.717E-02     1.458E-01     1.554E-04     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.098E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.563E+01
nfm           3.183E-03     3.932E-02     2.044E-02     3.402E-01     2.370E-03     1.121E-02     1.935E-01     1.508E-02     4.761E-02     1.393E-01     3.830E-02     3.206E-01     6.100E-08     3.800E-08     1.980E-03     2.616E-03     1.051E-05     3.029E-04     1.869E-01     4.802E-02     1.666E-02     4.214E-01     8.265E-04     1.247E-02     1.670E-01     2.988E-01     1.101E-01     1.770E-02     1.459E-02     1.130E-07     1.986E-04     2.055E-03     6.245E-17     1.023E+00     3.285E-01     1.364E+02     1.278E+00     1.797E+00     3.960E-01     5.738E-01     3.853E+00     6.200E-04     1.059E+01     1.115E-04     6.481E-02     9.762E+00     1.410E+00     1.537E-02     6.321E-03     1.123E-02     3.617E-01     4.447E-04     9.071E-04     1.004E-02     4.187E-02     1.307E-01     7.751E-06     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.170E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.760E+02
fmp           3.690E-02     4.287E-01     5.385E-01     7.901E+00     9.116E-02     5.669E-02     2.446E+00     2.954E-01     1.482E+00     1.354E+00     3.434E-01     3.636E+00     4.795E-03     3.560E-07     3.350E-02     3.001E-02     6.511E-04     8.175E-03     3.817E-01     7.923E-02     6.805E-02     9.770E-01     4.464E-03     3.633E-02     3.834E-01     7.140E-01     1.589E+00     4.939E-02     2.121E-01     1.406E-06     6.447E-04     1.841E-01     8.542E-17     1.359E+01     3.810E-02     3.636E-01     2.987E+00     8.758E-01     2.656E-01     1.418E-01     2.414E+00     1.626E-04     1.979E+01     1.121E-02     4.225E-01     1.540E+01     8.296E+00     2.340E-01     2.702E-02     1.107E-01     6.962E-02     3.019E-02     1.286E-02     2.277E-01     3.103E-01     1.769E+00     3.355E-04     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.411E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     6.463E+00
mvh           3.545E-03     4.891E-02     1.088E-01     7.031E-01     1.569E-02     6.795E-03     3.406E-01     3.193E-02     2.305E-01     1.312E-01     3.627E-02     4.889E-01     8.120E-03     1.270E-07     4.025E-02     2.549E-02     1.675E-03     5.435E-03     5.297E-02     1.456E-02     9.476E-03     1.522E-01     6.814E-04     4.451E-03     1.017E-01     2.187E-01     4.019E-02     1.498E-01     5.795E-02     2.430E-07     3.290E-05     5.873E-02     2.315E-18     2.335E-01     3.446E-03     1.285E-01     1.477E-02     8.569E-01     1.941E-02     1.833E-04     2.053E-01     3.509E-06     2.284E+01     6.845E-04     3.886E-01     1.738E+00     2.860E+00     1.088E+00     1.330E-02     1.824E-01     8.810E-02     9.639E-02     2.387E-02     1.273E-02     4.914E-01     1.011E+00     3.314E-06     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.503E+01     0.000E+00     4.096E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.172E+01
otn           9.841E-04     2.969E-02     9.987E-03     5.434E-01     3.628E-03     3.962E-03     2.491E-01     2.383E-02     2.809E-02     5.685E-02     8.144E-03     7.026E-02     3.657E-03     1.650E-06     4.956E-02     9.698E-02     1.146E-03     1.562E-03     1.319E-02     3.371E-03     4.515E-03     2.463E-02     1.943E-04     6.925E-03     9.974E-03     2.524E-02     7.542E-02     2.759E-02     1.047E-02     5.000E-09     4.758E-06     5.398E-03     4.564E-20     4.381E-02     4.460E-03     7.188E-02     5.731E-03     6.497E-02     1.975E-01     2.457E-04     4.936E-02     5.723E-06     6.305E+00     2.140E-04     2.368E-02     7.130E-01     8.760E-02     1.215E+00     2.984E-01     4.660E+00     4.179E-02     2.146E-03     3.262E-02     1.610E-03     2.420E-02     2.089E+00     5.980E-07     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     4.778E+00     0.000E+00     1.228E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.873E+00
ele           5.430E-03     2.403E-02     1.139E-02     8.146E-01     2.820E-03     3.940E-03     4.248E-02     1.922E-02     8.139E-02     9.471E-02     3.037E-02     4.438E-01     5.019E-03     1.500E-07     2.936E-02     6.197E-02     7.958E-04     4.271E-03     1.292E-01     2.313E-02     2.507E-02     3.539E-01     1.617E-03     9.655E-03     1.017E-01     1.509E-01     1.173E-01     1.116E-01     8.107E-02     1.800E-08     1.161E-04     6.450E-01     1.614E-17     3.208E-01     4.075E-02     2.096E+00     1.233E-01     1.499E-01     2.979E-02     4.431E-01     1.863E+00     7.823E-05     2.824E+00     1.778E-03     1.178E-01     1.148E+01     1.733E+00     2.323E-01     6.192E-03     5.419E-01     5.106E+00     6.900E-01     1.260E-01     1.548E-01     2.960E-01     1.847E+00     4.651E-06     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.005E+01     0.000E+00     5.485E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     3.791E+00
ome           1.287E-02     1.900E-01     2.192E-01     3.000E+00     3.787E-02     2.166E-02     9.407E-01     1.173E-01     6.739E-01     7.159E-01     1.716E-01     1.173E+00     6.822E-05     1.066E-06     9.492E-02     3.197E-02     5.519E-04     9.117E-03     1.815E-01     3.651E-02     2.708E-02     4.245E-01     1.854E-03     1.476E-02     1.548E-01     2.844E-01     2.794E-01     1.119E-01     1.529E-02     4.280E-07     1.543E-04     1.941E-01     9.981E-19     8.060E-01     5.965E-02     2.443E+00     1.463E-01     4.573E-01     1.787E-01     1.220E-01     7.656E+00     4.856E-06     2.986E+02     1.224E-03     3.649E-01     8.897E+00     4.921E+00     2.641E-01     2.698E-02     7.709E-02     5.780E+00     1.424E-01     3.486E-02     3.762E-01     1.119E+00     4.955E+00     2.001E-04     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.963E+01     0.000E+00     5.955E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     4.590E+01
omf           1.421E-03     2.038E-02     2.371E-02     3.273E-01     4.086E-03     2.363E-03     1.026E-01     1.274E-02     7.208E-02     7.578E-02     1.822E-02     1.306E-01     1.507E-03     5.250E-07     1.071E-04     2.659E-04     5.676E-06     1.352E-03     2.886E-02     5.777E-03     4.170E-03     6.658E-02     2.880E-04     2.262E-03     2.394E-02     4.401E-02     7.734E-02     8.330E-02     5.071E-02     3.200E-08     1.333E-03     3.205E-03     8.489E-19     6.062E-03     2.555E-04     8.589E-03     8.385E-02     3.228E-01     1.241E-01     4.343E-02     6.747E-01     8.804E-06     7.373E+00     8.698E-05     1.584E-01     7.790E-01     2.423E+00     9.228E-02     1.337E-02     3.637E-02     1.086E-01     3.174E-01     8.290E-02     2.172E-01     5.302E-01     2.523E+00     7.900E-05     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.296E+01     0.000E+00     8.262E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     3.968E+00
ely           5.343E-01     1.532E+01     1.483E+01     1.688E+02     2.673E+00     1.245E+00     5.517E+01     7.510E+00     5.704E+01     7.505E+01     1.695E+01     3.092E+01     2.899E+00     5.401E-02     8.565E+00     1.633E+01     2.655E+00     2.558E+01     1.133E+01     2.118E+00     9.485E-01     2.088E+01     7.739E-02     5.389E-01     5.814E+00     1.031E+01     1.041E+01     1.359E+01     2.733E+00     3.354E+00     2.276E+01     2.086E+00     2.916E+01     7.288E+01     5.042E+01     6.410E+01     1.137E+01     9.476E+00     3.001E+00     1.002E+01     8.338E+01     1.877E+01     7.809E-02     4.262E-01     3.307E+01     4.548E+00     1.483E+02     1.718E+01     4.620E-01     3.548E+00     1.206E+01     3.403E+00     6.985E-01     1.700E+01     2.136E+01     1.844E+02     6.423E-06     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     5.573E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.678E+02
gdt           1.970E-07     1.311E-05     7.951E-06     1.062E-04     1.258E-06     7.880E-07     2.237E-05     8.523E-06     5.567E-05     3.098E-04     6.679E-05     1.914E-04     9.000E-08     5.500E-08     2.008E-05     6.242E-06     1.978E-06     1.490E-07     2.958E-05     6.210E-06     2.197E-06     8.468E-05     1.590E-06     1.265E-06     2.178E-05     2.523E-05     1.636E-05     2.308E-05     1.195E-05     1.440E-07     2.514E-04     6.770E-07     1.912E-04     5.170E-05     2.577E-04     1.554E-04     1.142E-05     5.653E-05     1.886E-05     9.430E-07     7.080E-07     1.465E-05     2.130E-01     7.900E-07     3.555E-01     1.308E-04     8.935E-02     1.058E-02     8.121E-04     3.585E-03     5.971E-05     8.923E-04     1.423E-04     5.628E-02     3.663E-03     2.246E-01     5.940E-07     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00
wtr           7.810E-04     2.246E-02     2.177E-02     2.493E-01     3.962E-03     1.824E-03     8.107E-02     1.095E-02     8.329E-02     1.095E-01     2.521E-02     4.527E-02     1.555E-03     4.051E-04     1.174E-02     9.136E-02     1.305E-03     1.308E-02     2.799E-01     5.238E-02     2.343E-02     6.170E-01     1.914E-03     1.332E-02     1.498E-01     2.547E-01     2.337E-01     7.590E-01     5.355E-02     3.000E-08     7.768E-05     1.090E-02     1.185E-17     1.293E-01     1.803E-02     2.597E-01     9.089E-03     7.378E-02     2.318E-02     1.590E-02     2.914E-01     1.531E-06     1.574E+00     2.094E-04     1.754E+00     2.930E-01     2.311E+00     2.260E-01     4.297E-03     3.804E-02     2.396E-02     6.438E-02     1.181E-02     3.128E-01     6.096E-01     6.691E+00     1.304E-03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.476E+01     2.482E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     4.014E+00
cns           8.494E-04     2.378E-02     2.306E-02     2.637E-01     4.241E-03     1.935E-03     8.591E-02     1.164E-02     8.907E-02     1.138E-01     2.644E-02     5.166E-02     1.077E-03     7.112E-03     7.288E-03     5.667E-02     1.126E-03     4.471E-03     9.972E-02     1.874E-02     8.597E-03     1.857E-01     6.967E-04     4.878E-03     5.256E-02     9.321E-02     6.532E-02     8.481E-01     5.022E-01     8.800E-08     1.691E-05     1.399E+00     7.052E-20     2.598E-01     3.926E-02     7.045E-01     7.305E-03     2.970E-02     1.353E-02     1.695E-02     1.150E-01     8.291E-06     8.129E+01     3.542E-04     9.521E-01     3.050E+00     1.825E+01     5.129E-01     3.248E-02     1.484E-01     4.883E-02     3.471E-01     1.281E-01     1.166E+00     7.894E-01     6.537E+00     2.287E-02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     3.150E+00     2.671E+00     3.223E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.524E+01
