table sam0(s0,ss0) Billions of Current USD	
              pdr           wht           gro           v_f           osd           c_b           pfb           ocr           ctl           oap           rmk           wol           frs           fsh           coa           oil           gas           omn           cmt           omt           vol           mil           pcr           sgr           ofd           b_t           tex           wap           lea           lum           ppp           p_c           crp           nmm           i_s           nfm           fmp           mvh           otn           ele           ome           omf           ely           gdt           wtr           cns           trd           otp           wtp           atp           cmn           ofi           isr           obs           ros           osg           dwe           UnSkil        Skill         Captl         LandR         natrs         hhsld         gov           inv           depry         trdmg         indtx         prdtx         imptx         exptx         dirtx         row
vol           7.000E-04     1.204E-03     9.984E-05     2.915E-03     1.838E-03     4.621E-03     5.720E-02     4.293E-03     1.362E+02     1.382E+02     4.876E+02     8.715E+00     9.091E-02     1.284E+00     9.572E-06     1.065E-01     1.247E-02     3.227E-02     5.568E-03     2.197E-03     4.222E+02     4.893E-02     1.095E-01     1.459E-01     1.334E+01     1.283E-02     4.509E+00     1.364E-01     2.234E-01     9.246E-02     1.321E-01     2.438E-03     8.039E+00     2.217E-01     1.232E-06     1.324E-05     3.214E-06     6.753E-06     4.887E-06     7.842E-02     1.631E-02     2.112E-01     2.628E-01     1.264E-04     5.458E-02     2.640E+00     5.010E-01     1.170E-04     8.240E-06     3.767E-01     2.124E-05     7.592E-05     2.075E-04     5.570E-04     2.565E+00     1.608E+00     8.047E-02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     3.949E+03     0.000E+00     3.449E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     5.424E+03
mil           1.329E-02     1.788E-01     1.026E-02     3.493E-02     1.182E-03     6.836E-05     7.148E-02     4.771E-03     3.961E-02     4.240E-02     1.489E-01     2.471E-03     3.735E-05     8.206E+00     3.009E-02     2.057E-01     6.460E-02     1.068E-01     1.502E-02     5.735E-03     4.207E+00     1.205E+03     3.305E-01     5.298E-03     2.490E+00     6.962E-02     2.419E+01     1.398E+00     7.163E-01     8.236E-01     9.342E-01     2.923E-05     1.634E+00     1.049E+00     1.324E-02     5.253E-02     3.658E-02     1.589E-01     1.831E-01     5.099E-01     6.085E-02     5.761E-01     2.398E-01     6.236E-05     4.891E-01     7.263E+00     4.749E+01     2.830E-01     4.226E-05     1.199E+00     7.525E-05     1.731E-04     3.023E-04     2.806E+01     3.899E+01     5.297E+00     8.497E-03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     3.090E+03     1.092E+00     9.829E-01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     4.533E+03
pcr           6.690E-02     7.951E-01     4.601E-02     1.351E-01     1.482E-05     1.554E-04     1.893E-04     6.616E-04     1.501E+00     1.529E+00     5.372E+00     9.669E-02     1.595E-04     1.404E+00     3.592E-06     1.619E-01     5.013E-02     7.510E-07     2.769E-01     1.082E-01     8.269E-01     1.784E+00     2.018E+02     1.266E-01     3.903E+01     3.420E-01     1.055E+00     8.258E-02     6.341E-02     1.971E-02     1.406E-01     8.440E-07     3.330E-02     8.488E-02     2.183E-03     1.100E-02     5.310E-07     4.380E-03     1.092E-02     1.455E-01     3.791E-03     5.282E-02     2.270E-02     3.869E-01     2.065E-02     5.939E-01     1.316E+01     5.777E-01     1.397E-02     5.654E-06     5.840E-06     5.388E-02     1.026E-04     8.159E-02     6.267E+00     1.698E+01     2.055E-06     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.338E+03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     3.585E+03
sgr           2.164E-05     3.555E-05     2.002E-06     2.730E-02     1.004E-05     6.138E-05     1.679E-04     1.905E-04     6.905E-03     3.060E-03     6.982E-02     6.679E-05     5.279E-06     1.067E+00     7.317E-06     2.220E-01     4.384E-02     2.658E-06     6.536E-02     2.558E-02     4.648E-03     4.424E-01     3.632E-01     4.805E+02     2.893E+01     3.846E+01     5.836E+00     7.287E-01     1.262E-01     6.055E+00     1.954E+01     9.235E-05     7.389E+00     7.862E-01     2.327E-02     3.953E-02     1.902E-02     6.881E-02     2.178E-01     2.783E-01     8.680E-02     1.549E-01     6.129E-05     6.778E-06     8.333E-06     4.380E-07     8.460E+00     4.689E-01     6.531E-06     3.243E-05     1.911E-05     2.109E-01     3.311E-04     1.767E+01     1.916E+01     5.431E+00     3.386E-01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     4.803E+03     0.000E+00     5.403E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     5.512E+03
ofd           1.958E-02     1.289E-01     7.501E-03     5.847E-02     4.691E-03     2.381E-02     1.183E-01     3.308E-02     3.742E+01     2.401E+02     1.503E+02     2.517E+00     3.530E-03     5.711E+00     2.083E-02     1.728E-01     2.254E-02     7.404E-02     1.900E-02     1.006E-02     3.584E+02     1.182E+01     2.360E-01     2.296E+00     2.223E+01     4.453E+01     1.678E+01     9.688E-01     4.962E-01     5.710E-01     6.484E-01     2.972E-05     1.132E+00     7.277E-01     8.913E-03     3.820E-02     2.534E-02     1.199E-01     1.207E-01     3.534E-01     4.217E-02     3.982E-01     3.233E-01     5.099E-05     2.325E-01     5.030E+00     3.304E+01     1.983E-01     1.892E-04     8.322E-01     4.784E-05     3.617E-04     7.501E-04     1.945E+01     2.716E+01     3.719E+00     5.904E-03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     3.282E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.106E+03
b_t           6.630E-02     8.845E-01     5.114E-02     1.691E-01     5.896E-03     5.220E-04     4.876E-03     2.373E-02     2.801E-03     2.312E-03     1.056E-02     5.774E-04     1.050E-03     1.845E-03     9.129E-05     2.189E-04     5.514E-05     2.387E-04     5.337E-02     2.087E-02     4.733E-03     3.483E-01     2.811E-01     4.923E-01     1.667E-02     5.364E+00     6.470E+00     1.198E+00     4.285E-01     1.130E+00     3.085E-01     7.382E-05     5.486E-01     2.577E+00     2.943E-02     1.343E-01     1.771E-01     2.587E-01     3.245E-01     8.828E-01     7.349E-02     2.679E-01     2.504E-05     2.059E-04     5.390E-05     1.514E-04     2.361E+01     4.742E-01     6.989E-05     2.664E-03     1.007E-04     1.453E-02     2.015E-03     4.393E+01     5.148E+01     6.522E+00     2.620E-05     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     3.361E+03     5.304E-01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     3.792E+03
tex           1.558E+00     1.118E+01     7.829E-01     2.745E+01     6.447E-01     1.191E+00     4.732E+01     7.266E+00     5.344E+00     2.384E+00     1.791E+01     6.689E-01     2.760E-02     4.373E+00     6.687E-04     2.367E+00     3.486E-01     1.720E-04     1.123E+01     1.801E+00     2.953E+02     5.507E+01     1.698E+01     4.244E+01     1.188E+00     2.492E+00     8.687E+03     2.072E+03     1.170E+01     4.070E+00     2.930E+00     5.269E-04     2.815E+01     1.182E+00     2.960E-02     4.425E-01     1.037E-04     1.248E+00     1.497E-01     2.337E+00     9.879E-01     3.105E+01     4.254E-01     5.880E+00     2.641E-01     6.458E+00     1.518E+01     8.462E+00     8.297E-04     8.496E-01     3.864E-01     1.640E+00     1.008E-03     2.845E+00     4.946E+00     7.373E+01     8.263E-01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     5.510E+03     1.024E+01     6.731E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     3.384E+04
wap           1.553E-03     9.564E-04     1.263E-05     5.581E-03     5.104E-05     5.640E-04     3.107E-04     3.361E-03     4.625E-04     1.254E-03     4.074E-03     3.093E-04     1.454E-04     1.890E-01     8.870E-05     9.740E-01     2.376E-01     2.558E-04     2.219E+00     3.572E-01     5.722E+00     1.101E+01     1.348E+01     3.318E-01     2.419E-01     3.291E+00     4.183E+01     5.113E+02     6.927E-01     8.834E+00     7.105E-01     4.432E-04     8.329E-01     1.295E+01     1.011E-01     3.938E-01     4.162E-01     4.847E-01     1.978E-01     2.951E+00     3.167E-01     3.029E+00     2.007E-01     2.465E+00     9.610E-02     1.970E-01     1.702E+02     8.578E-01     4.518E-04     1.024E-03     1.228E-03     8.801E-01     3.062E-04     1.537E+02     7.555E+01     2.239E+01     1.988E-01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     9.762E+02     6.692E-01     5.011E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     7.257E+03
lea           1.893E-04     7.530E-05     6.817E-06     2.789E-04     3.542E-05     1.817E-04     1.702E-04     2.300E-04     3.504E-04     4.137E-03     1.626E-03     1.041E-05     3.288E-02     1.877E-01     7.570E-05     7.817E-01     2.208E-01     1.233E-04     5.432E-02     8.786E-03     1.165E-01     2.742E-01     4.205E-02     1.302E-01     6.249E-03     2.066E-01     1.863E+01     6.305E+01     1.212E+02     1.182E+00     1.217E-01     1.160E-04     1.306E+00     4.134E-01     1.546E-02     3.545E-02     5.628E-02     1.422E-01     2.306E-02     5.601E-01     9.607E-02     1.306E+00     3.705E-01     1.535E+00     3.591E-02     4.473E+00     2.091E+00     5.687E+00     1.715E-05     5.522E-01     1.114E-03     8.244E-01     1.817E-04     1.140E+00     1.950E+00     2.212E+02     1.081E-01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     4.311E+02     0.000E+00     1.635E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.819E+03
lum           2.235E-04     1.686E-03     7.999E-05     5.226E-02     1.485E-04     8.914E-04     9.878E-04     2.710E-03     4.665E-03     3.900E-03     2.999E-02     7.132E-04     8.560E-02     3.124E-01     7.469E-04     3.106E-01     6.018E-02     1.748E-02     1.395E-01     2.256E-02     4.092E-01     6.972E-01     3.348E-04     1.659E-01     1.647E-02     1.200E+00     7.860E+00     5.941E-01     5.840E-01     3.140E+02     1.689E-01     2.431E-04     4.770E+00     4.534E+00     8.718E-02     9.823E-01     3.288E-01     3.262E+00     1.310E+00     2.411E+00     4.232E-01     7.087E+01     2.449E-02     1.576E+00     1.335E-01     5.490E+02     6.974E+01     6.716E+01     1.450E-04     3.831E+01     5.038E-04     1.791E-03     2.630E-04     6.711E-01     2.561E+00     8.727E+00     1.207E-01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.302E+00     0.000E+00     2.550E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.457E+03
ppp           9.951E-04     3.148E-03     1.098E-04     2.457E-01     1.738E-04     4.281E-03     5.031E-03     3.100E-02     1.025E-02     2.948E-02     1.664E-02     2.637E-03     4.821E-02     3.238E-01     9.461E-01     4.229E+00     5.999E-01     2.858E-01     3.442E+00     5.805E-01     1.035E+02     1.916E+01     1.263E+01     3.836E+01     5.533E-01     2.334E+02     2.504E+02     6.769E+01     4.804E+00     6.659E+01     2.533E+02     9.807E-03     1.615E+01     2.188E+02     1.798E-01     1.240E+00     6.068E-01     1.158E+01     3.110E+00     2.206E+01     5.473E-01     9.877E+00     6.136E+01     4.032E-02     1.163E+01     1.559E+01     3.444E+01     4.396E+00     5.761E-01     1.134E+00     2.747E+01     1.187E+02     5.462E+00     9.759E+01     1.627E+01     1.065E+02     9.462E-04     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.884E+00     1.909E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.893E+03
p_c           9.455E+00     7.457E+00     5.864E-01     1.600E+00     1.728E-01     7.732E+00     7.609E+00     6.341E+00     6.012E-02     6.304E-02     2.061E-01     5.700E-03     3.600E-03     3.559E+01     2.669E-03     2.474E-03     3.368E-04     4.577E+00     1.758E-01     2.958E-02     7.956E-01     9.921E-01     6.498E-01     6.795E+00     2.692E-02     1.230E+00     5.414E+00     2.863E-01     1.306E-01     7.805E-01     9.564E+00     3.803E+02     3.116E+02     2.633E+02     3.489E+01     5.355E+00     9.069E-01     1.595E+00     3.773E-01     1.164E+01     3.356E+00     9.616E+00     4.548E+03     1.085E-02     3.817E+01     7.840E+00     3.889E+00     4.419E+03     2.877E+01     6.080E+02     7.221E-01     2.981E-03     3.130E-04     3.881E+01     4.981E+01     1.445E+02     6.089E-06     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.093E+03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.436E+04
crp           1.111E+02     2.647E+02     2.217E+01     1.767E+02     3.866E+00     1.349E+02     4.347E+02     1.039E+02     1.113E+01     3.718E+00     3.014E+01     3.909E+00     5.666E+00     9.180E-01     2.791E+00     1.936E+01     2.570E+00     7.934E+00     2.697E+00     4.688E-01     8.368E+01     1.649E+01     3.194E-01     2.763E+01     4.798E-01     1.904E+01     1.247E+03     6.712E+01     5.733E+01     3.375E+01     3.718E+01     1.373E+00     1.965E+02     5.007E+00     1.490E-01     2.206E+00     3.617E-01     2.689E+00     4.232E-01     3.061E+01     1.098E+00     6.116E+01     3.664E+01     1.007E+01     3.240E+01     1.095E+03     8.483E+01     4.886E+02     1.333E-01     1.418E+02     1.416E-01     3.161E+00     3.147E-03     6.483E+00     2.380E+02     4.650E+02     2.856E-02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     4.170E+03     4.130E+00     5.215E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.077E+04
nmm           1.164E-03     1.098E-02     1.909E-04     1.756E-02     1.295E-04     8.920E-04     1.843E-03     1.789E-03     3.412E-03     1.979E-03     4.670E-02     1.149E-03     5.414E-04     1.542E-04     7.877E-04     1.176E-02     1.714E-03     1.913E-03     2.147E-01     3.436E-02     3.196E-01     1.053E+00     5.428E-01     5.831E-02     2.758E-02     3.354E+00     4.998E-01     7.516E-04     2.486E-01     2.505E+00     1.950E+00     6.076E-03     1.323E+00     8.706E+01     1.282E+00     2.938E+00     3.701E-01     1.050E-02     1.927E-03     9.007E-01     2.475E-03     1.137E+01     5.130E-03     8.071E-03     4.187E-03     4.415E+03     1.418E+01     3.980E+00     1.103E-01     8.128E-01     9.236E-04     2.491E-03     2.143E-04     2.428E-03     6.921E-03     1.012E+00     1.798E-01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.073E+03     6.242E-01     2.643E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     6.239E+03
i_s           1.069E-01     2.024E-01     3.327E-02     3.907E-01     7.277E-02     8.333E-02     1.791E-01     3.041E-01     1.664E-03     7.926E-04     5.935E-03     1.948E-05     7.669E-05     2.820E-01     1.629E-03     1.037E+01     4.699E+00     2.494E-02     1.003E-01     1.710E-02     1.262E+01     9.993E-01     3.591E-01     1.469E-01     2.415E-02     1.108E-01     7.101E+00     8.818E-01     8.508E-02     1.956E+01     1.186E+00     3.658E-01     1.825E-01     2.194E+01     6.992E+01     9.233E+00     2.451E+01     2.671E+02     1.295E+02     1.026E+02     2.718E+01     2.794E+01     1.694E+00     6.699E+01     2.604E-01     1.238E+03     1.143E+01     1.793E+01     4.117E-02     1.873E+01     9.288E-02     8.894E-01     8.000E-05     4.521E+00     2.489E+01     1.543E+00     6.693E-04     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.437E+01     9.909E-01     1.870E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.534E+03
nfm           1.002E-01     9.901E-02     3.868E-03     9.953E-02     6.070E-03     8.122E-02     1.115E-01     2.830E-02     5.057E-05     7.621E-05     6.378E-04     1.139E-05     3.316E-05     3.211E-01     1.406E-04     3.457E-01     5.064E-02     2.918E-04     1.245E-01     2.456E-02     5.301E+00     6.837E-01     4.856E-02     1.021E-01     2.113E-02     2.225E-01     3.492E+00     8.316E-01     6.424E-02     2.663E+00     8.682E-01     2.965E-02     1.177E-01     3.659E+00     2.063E+00     1.690E+02     5.216E+00     9.674E+01     2.689E+01     3.215E+02     8.124E+00     2.557E+01     1.170E+00     1.534E+01     4.258E-02     2.738E+02     7.957E+00     1.076E+00     2.887E-02     7.050E+00     1.317E-01     3.141E-01     7.002E-05     3.639E+00     1.879E+01     1.230E+00     5.248E-05     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     9.322E+00     0.000E+00     2.768E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.050E+03
fmp           8.820E-04     1.425E-02     1.532E-03     4.239E-03     3.445E-04     2.338E-03     2.369E-03     3.100E-03     5.919E-03     4.567E-03     2.385E-02     6.990E-04     4.452E-04     1.085E-02     1.768E-03     3.830E+00     2.065E+00     2.207E-03     4.331E-01     7.991E-02     3.812E+00     3.082E+00     7.025E-02     1.230E+00     1.042E-01     1.684E+00     6.577E+00     6.895E-01     2.192E-01     2.469E+00     2.166E-01     8.137E-01     6.490E-01     4.883E-01     2.088E+00     3.871E+00     7.422E-01     1.043E+00     4.785E-01     9.459E+00     8.568E-01     4.934E-01     5.521E-02     7.879E+01     9.320E-03     3.144E+02     7.314E+00     3.325E+01     8.992E-04     2.578E-03     4.266E-03     2.830E-03     5.987E-04     3.926E-02     5.824E+01     4.562E-01     1.786E-03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.175E+02     0.000E+00     1.313E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     9.356E+02
mvh           2.583E-04     2.673E-03     2.706E-04     2.609E-02     3.345E-04     1.192E-03     2.497E-03     2.191E-03     3.413E-03     1.491E-03     1.066E-02     3.207E-04     4.256E-04     2.363E-01     4.130E-04     4.867E-01     8.184E-01     6.384E-04     2.248E-01     3.883E-02     4.382E-01     1.364E+00     4.491E-01     3.146E+00     3.835E-02     8.999E-01     7.643E+00     3.778E+00     1.510E+00     8.700E-01     2.263E+00     5.458E+00     9.579E-01     3.826E+00     1.621E-01     8.313E-01     4.763E-02     7.394E+02     3.013E+01     1.187E+00     1.515E-01     1.302E-01     2.599E-01     2.572E+01     5.727E-02     1.180E+01     6.204E+00     3.682E+02     1.697E-01     5.996E-02     2.119E+01     1.521E+00     3.655E-04     3.084E+00     7.125E+01     3.908E+00     2.301E-01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     3.899E+02     0.000E+00     2.281E+03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     4.061E+03
otn           1.675E-04     8.928E-04     2.164E-05     1.125E-01     5.787E-05     7.071E-04     1.700E-03     6.481E-03     3.575E-04     5.960E-04     2.647E-03     5.909E-05     2.262E-04     2.911E+00     4.833E-04     2.059E+00     9.891E-01     1.879E-04     6.026E-02     9.218E-03     2.018E-01     2.765E-01     1.768E-01     5.418E+00     4.737E-03     1.053E-01     2.676E+01     7.170E-01     3.048E-01     3.732E-02     4.314E-01     1.480E+00     1.112E-01     7.419E-01     1.898E-01     6.845E-01     2.435E-02     7.005E+01     2.704E+02     2.012E+00     7.589E-02     2.201E-01     2.843E-01     1.532E+01     1.776E-03     4.944E+00     2.622E-01     6.217E+02     7.316E+00     2.849E+00     1.203E+01     1.905E-02     1.843E-03     4.948E-01     5.221E+00     1.610E+01     6.148E-02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     9.231E+01     8.475E-01     9.051E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.127E+03
ele           7.612E-02     4.031E-02     3.156E-03     2.334E-01     1.302E-05     4.731E-02     6.841E-02     3.681E-04     3.427E-04     4.727E-04     3.762E-03     1.529E-04     1.183E-04     8.203E-01     9.793E-05     4.401E+00     1.736E+00     2.476E-04     3.830E-01     6.431E-02     6.858E-01     2.147E+00     5.926E-01     4.970E+00     5.409E-02     1.266E+00     2.773E+01     5.685E+00     1.610E+00     9.405E-01     1.269E+00     4.171E+00     1.324E+00     4.720E+00     4.140E-01     3.322E+00     1.068E-01     3.638E+00     2.247E+00     1.133E+02     6.678E-01     7.962E-01     5.360E+01     6.733E+01     5.887E+00     1.288E+01     5.265E+00     8.468E+01     1.041E-01     1.221E+00     7.912E+01     3.823E+00     4.186E-01     8.798E+00     5.372E+01     6.573E+00     2.015E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     9.730E+02     0.000E+00     2.974E+03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     4.578E+03
ome           2.328E+01     2.436E+01     2.292E+00     1.599E+01     6.932E-01     2.160E+01     2.623E+01     2.577E+01     1.535E-02     7.138E-03     3.418E-02     7.032E-04     3.080E+00     1.820E+00     6.824E-01     7.599E+00     3.450E+00     3.798E-02     4.439E-01     8.304E-02     9.611E+00     3.279E+00     8.984E-01     1.645E+01     1.034E-01     1.090E+00     5.811E+01     1.119E+01     2.172E+00     1.999E+00     2.967E+00     9.123E+00     1.820E+00     5.989E+00     3.423E-01     3.229E+00     3.923E-01     8.014E+00     4.308E+00     2.762E+01     8.514E+01     2.767E-01     1.471E-01     1.349E+02     3.145E-02     7.070E+00     2.705E+00     1.010E+02     4.846E-02     8.730E-01     3.151E+01     2.241E-01     1.153E-03     2.338E+00     9.425E+01     4.802E+02     2.998E-01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     9.329E+01     7.546E-01     4.510E+03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     6.612E+03
omf           5.769E-04     6.625E-04     5.204E-05     1.387E-02     1.143E-04     7.599E-04     1.004E-03     1.417E-03     4.313E-03     3.839E-03     1.511E-02     8.180E-04     2.126E+00     2.216E-03     7.957E-02     7.493E-02     3.221E-02     1.374E-02     4.678E-02     7.720E-03     2.900E-02     2.501E-01     5.634E-02     2.617E-01     6.431E-03     5.082E-02     1.135E+00     2.090E+00     1.792E-01     2.959E-01     4.002E-01     4.271E-02     7.990E-02     2.666E-01     1.105E-01     8.817E-01     6.684E-03     1.626E-01     1.048E-01     3.201E-01     2.563E-02     3.493E+00     2.021E-02     9.750E+00     1.941E-04     3.929E-01     4.339E-01     1.839E-01     1.831E-04     4.670E-02     8.841E-01     7.036E-03     9.798E-04     2.192E+00     1.357E+01     2.829E+00     5.590E-02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     5.784E+02     0.000E+00     3.201E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.886E+03
ely           2.031E+02     2.470E+02     1.174E+01     3.623E+02     2.760E+01     1.202E+02     1.838E+02     2.045E+02     2.138E-01     2.271E-01     1.512E+00     5.964E-03     2.846E+00     1.852E+02     7.922E-03     2.532E-03     5.868E-04     1.257E+02     6.784E+00     1.103E+00     3.523E+01     3.595E+01     4.373E+01     1.617E+01     7.560E-01     6.231E+01     1.397E+02     6.563E+00     8.165E-01     4.574E+01     2.386E+02     1.527E-01     7.266E+02     2.337E+02     4.365E+02     3.755E+02     2.791E+01     6.438E+01     2.878E+01     4.485E+02     7.374E+01     2.306E+02     6.637E+02     4.157E-03     8.991E+01     3.485E+01     1.172E+02     4.871E+01     3.333E+01     7.054E-01     1.291E+01     1.013E+02     5.220E+00     1.493E+02     6.205E+02     1.048E+03     5.901E-05     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     6.006E+03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.389E+04
gdt           8.170E-07     2.101E-05     1.763E-06     2.491E-05     3.055E-06     5.633E-06     3.306E-05     1.106E-05     4.605E-05     3.917E-05     2.184E-04     2.629E-06     3.276E-03     5.670E-07     3.180E-07     9.929E+00     6.567E-02     2.416E+01     6.658E+00     1.057E+00     3.393E+01     3.163E+01     4.172E-01     2.189E+01     6.573E-01     1.840E+01     2.450E+01     1.455E+00     5.860E-01     9.559E+00     8.229E+01     2.593E+01     1.707E+03     2.592E+02     1.650E+02     5.160E+01     7.974E+00     2.481E+01     9.350E+00     1.531E+02     3.258E+01     1.219E+02     2.248E+03     3.004E-01     5.120E+01     1.422E+01     1.319E+02     4.170E+02     5.644E+01     5.361E-02     6.891E-01     4.356E+01     4.498E-04     3.240E+01     4.128E+01     7.111E+01     5.005E-06     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.399E+03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     7.333E+03
wtr           9.896E+00     2.779E+01     2.938E+00     3.928E+01     5.463E+00     1.557E+01     3.527E+01     4.925E+00     8.200E-03     6.942E-03     3.556E-01     4.208E-04     3.344E-01     4.280E+00     6.752E-02     2.536E-01     8.022E-02     8.524E-02     1.987E+00     2.918E-01     4.068E+00     6.426E+00     1.263E+00     4.194E+00     1.297E-01     1.621E+01     1.296E+02     3.644E+00     2.214E+00     3.496E+00     3.561E+00     6.475E+00     3.010E+00     3.048E+01     5.443E-01     1.574E+00     4.251E-01     2.790E+00     1.235E+00     1.574E+00     6.056E-01     1.584E+00     3.209E+01     1.412E+00     8.185E+01     4.890E-01     1.749E+01     5.743E+00     2.769E+00     6.790E-02     1.717E+00     2.530E+01     1.167E+00     2.212E+01     1.232E+02     2.151E+02     1.031E-02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.867E+02     9.834E-01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.092E+03
cns           2.537E-02     7.553E-01     9.131E-03     1.770E-01     8.487E-03     7.373E-02     1.548E-01     6.331E-02     5.921E-01     2.753E-01     3.277E+00     2.905E-01     1.202E+00     9.345E-02     8.621E-01     2.615E+01     1.156E+01     5.075E-02     2.661E-01     4.271E-02     4.782E-01     1.267E+00     5.629E-01     7.262E+00     3.203E-02     1.129E+00     2.926E+01     2.630E+00     1.265E+00     8.089E-01     1.219E+00     7.275E+00     7.199E-01     3.325E+00     2.704E-01     9.988E-01     6.160E-02     1.486E+00     9.084E-01     2.149E+00     1.260E-01     1.247E-01     4.104E-01     4.525E+01     1.172E-01     2.822E+00     5.760E+00     1.525E+02     5.481E-03     1.979E-02     3.534E+01     3.685E-02     6.005E-03     9.794E-01     4.979E+01     5.177E+01     7.570E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.569E+04     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.704E+04
