table sam0(s0,ss0) Billions of Current USD	
              pdr           wht           gro           v_f           osd           c_b           pfb           ocr           ctl           oap           rmk           wol           frs           fsh           coa           oil           gas           omn           cmt           omt           vol           mil           pcr           sgr           ofd           b_t           tex           wap           lea           lum           ppp           p_c           crp           nmm           i_s           nfm           fmp           mvh           otn           ele           ome           omf           ely           gdt           wtr           cns           trd           otp           wtp           atp           cmn           ofi           isr           obs           ros           osg           dwe           UnSkil        Skill         Captl         LandR         natrs         hhsld         gov           inv           depry         trdmg         indtx         prdtx         imptx         exptx         dirtx         row
trd           5.895E+01     2.426E+02     1.652E+01     1.305E+03     8.018E+00     8.460E+00     1.194E+01     2.955E+02     1.016E+03     4.715E+02     3.508E+03     8.998E+01     1.794E+01     9.324E+01     1.483E+00     1.431E+01     2.705E+00     1.658E+00     9.806E+01     1.558E+01     7.166E+02     4.675E+02     3.124E+02     1.231E+03     9.835E+00     1.455E+03     2.091E+03     2.311E+02     3.676E+02     5.804E+01     1.318E+02     8.563E+02     1.349E+02     1.238E+02     4.358E+00     2.601E+01     4.516E+01     7.651E+01     1.548E+01     3.210E+02     1.919E+01     1.903E+02     4.364E+01     1.814E+00     2.795E+01     9.524E+01     9.840E+01     1.859E+02     6.652E-01     7.648E-01     3.133E+01     2.264E+02     1.748E+01     5.113E+01     5.418E+01     8.243E+00     1.172E-02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     3.914E+03     3.195E+02     6.624E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.200E+04
otp           3.443E+01     8.350E+01     5.654E+00     1.985E+02     5.477E+00     6.030E+01     8.754E+01     1.323E+02     1.450E+02     6.789E+01     5.040E+02     1.185E+01     9.059E+00     1.945E+01     9.166E+00     1.586E+02     6.930E+01     1.347E+01     2.095E+01     3.326E+00     8.865E-01     9.947E+01     5.433E+01     1.167E+02     2.095E+00     1.283E+02     7.076E+02     9.642E+01     2.064E+01     3.303E+01     2.750E+01     7.967E+01     3.627E+01     1.551E+02     1.074E+01     5.279E+01     9.138E+00     1.242E+02     3.027E+01     1.476E+02     5.885E+01     2.265E+01     4.242E+01     4.142E+01     2.094E+01     1.822E+02     2.012E+02     1.124E+01     1.621E-01     2.154E+01     4.671E+00     4.115E+01     1.093E-02     8.318E+01     5.430E+01     1.631E+03     2.249E-03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.012E+04     3.316E+00     0.000E+00     0.000E+00     5.986E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.651E+04
wtp           5.244E-03     9.532E-03     4.276E-04     1.225E-02     4.016E-04     3.463E-03     5.403E-03     5.830E-03     6.864E-03     8.881E-03     2.575E-02     8.211E-04     9.567E-04     1.352E-02     1.362E-03     4.399E-03     1.556E-03     1.172E-03     1.018E-03     1.531E-04     9.642E-03     2.743E-03     1.599E-02     1.533E-02     3.928E-03     4.584E-03     2.928E-02     7.966E-03     3.556E-03     2.497E-03     1.126E-03     2.984E-02     2.194E-03     3.740E-02     8.626E-04     3.743E-03     2.868E-04     3.153E-03     7.096E-04     3.478E-03     3.976E-04     4.624E-03     2.405E-02     2.761E-02     2.136E-03     2.505E-02     2.606E-02     4.561E-02     3.705E-01     1.100E-02     1.144E-03     1.600E-03     2.261E-04     3.008E-03     4.123E-02     2.019E-02     8.533E-05     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     3.240E+02     0.000E+00     0.000E+00     0.000E+00     5.807E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     6.621E+02
atp           5.443E-04     5.114E-03     1.320E-04     4.042E-03     3.102E-04     3.372E-03     3.476E-03     2.739E-02     3.004E-03     3.545E-03     1.259E-02     1.284E-03     6.642E-04     1.306E-03     1.092E-03     5.048E+00     1.808E+00     1.557E-03     6.920E-01     1.102E-01     6.641E-01     3.298E+00     9.421E-01     4.152E+00     7.405E-02     6.705E-01     2.495E+01     1.334E+01     3.914E+00     1.108E+00     1.660E+00     5.422E-01     2.826E+00     6.842E+00     2.485E-01     1.440E+00     2.520E-01     5.581E+00     2.323E+00     1.190E+01     1.135E+00     5.798E-01     9.956E-03     2.950E-02     2.333E-03     1.791E-02     6.328E+01     1.966E+01     1.486E+00     1.302E-01     3.447E+01     2.391E-02     3.593E-03     4.265E+01     4.304E+01     5.354E+00     1.321E-04     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.767E+03     0.000E+00     0.000E+00     0.000E+00     1.325E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     3.850E+03
cmn           8.163E-04     1.273E-02     4.626E-04     1.063E-02     6.076E-04     6.053E-03     8.275E-03     6.619E-03     1.536E-02     8.003E-03     5.458E-02     3.394E-03     8.324E-04     1.080E+00     8.306E-04     6.436E+00     2.163E+00     2.254E-03     9.455E-01     1.473E-01     1.895E+00     4.176E+00     3.100E+00     6.554E+00     9.216E-02     5.802E+00     5.400E+01     2.446E+01     4.951E+00     1.693E+00     3.357E+00     6.945E-01     2.873E+00     1.433E+01     3.535E-01     2.264E+00     4.015E-01     5.904E+00     2.784E+00     1.400E+01     1.144E+00     3.217E+00     1.478E+01     8.129E+01     1.442E+01     8.396E-01     9.935E+01     1.621E+01     2.419E+00     2.430E-01     1.388E+01     1.273E+02     6.410E+00     2.925E+02     6.580E+01     7.142E+02     8.613E-04     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.399E+03     2.837E+00     1.418E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     3.286E+03
ofi           3.560E+00     1.726E+00     1.145E-01     1.056E+01     1.510E-01     1.759E+00     2.675E+00     1.651E+00     1.005E+00     5.013E-01     3.531E+00     8.482E-02     3.774E-02     2.227E+01     2.069E+00     5.792E+01     1.620E+01     6.313E+00     8.058E+00     1.282E+00     1.025E+01     3.814E+01     1.033E+01     3.555E+01     8.072E-01     3.052E+01     7.052E+02     1.683E+02     3.925E+01     2.258E+01     1.300E+01     4.600E+00     1.844E+01     1.052E+02     3.727E+00     1.594E+01     4.189E+00     4.272E+01     1.933E+01     7.037E+01     1.508E+01     2.771E+01     6.628E+01     2.307E+01     1.783E+01     7.306E+01     4.015E+02     6.002E+02     3.388E+01     7.301E+01     2.576E+02     5.158E+03     1.948E+02     7.087E+01     9.619E+02     1.115E+03     6.790E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     5.109E+00     3.841E+01     1.063E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.083E+04
isr           8.723E-03     3.893E-02     1.708E-03     3.262E-02     2.582E-03     1.217E-02     3.372E-02     2.196E-02     3.564E-02     1.590E-02     1.354E-01     3.585E-03     1.665E-03     5.170E-03     1.285E-01     4.027E-01     1.343E-01     3.359E-01     3.406E-02     6.489E-03     9.387E-03     1.757E-01     1.352E-02     4.089E-01     9.084E-03     1.075E-01     1.824E+00     3.400E-01     2.984E-01     3.361E-02     1.024E-01     7.211E-02     3.095E-01     1.571E-01     3.113E-03     1.574E-02     1.091E-02     1.988E-02     7.023E-03     5.170E-01     2.582E-02     9.477E-02     1.364E-01     1.786E+00     7.621E-02     2.142E+00     1.329E-01     2.556E-01     6.916E-01     9.537E-01     1.042E-01     8.398E-02     1.423E+02     7.005E-01     1.085E+00     8.916E-02     4.373E-02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.262E+03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.520E+03
obs           1.664E-01     1.901E-01     2.557E-02     6.271E-01     3.283E-02     8.571E-02     3.490E-01     1.738E-01     2.211E-01     2.901E-01     1.052E+00     1.746E-02     4.000E-02     7.331E+00     7.566E-03     5.716E+01     1.033E+01     2.289E-02     3.698E+00     6.334E-01     4.250E+00     2.134E+01     4.325E+00     2.149E+01     6.739E-01     9.512E+00     1.600E+02     3.411E+01     1.072E+01     1.512E+01     8.076E+00     8.107E-01     1.408E+01     3.107E+01     1.120E+00     3.317E+00     1.436E+00     1.219E+01     5.847E+00     3.591E+01     3.553E+00     1.064E+01     8.133E+01     2.549E+01     1.202E+01     5.845E+00     3.570E+02     1.154E+02     2.032E+00     2.859E+00     8.914E+01     8.802E+02     1.970E+01     1.143E+02     9.024E+02     1.159E+03     1.252E-01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.633E+03     6.875E+00     3.117E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     7.933E+03
ros           1.719E-02     1.153E-03     2.196E-04     3.104E-02     8.440E-05     3.124E-03     1.617E-03     7.749E-03     3.325E-03     2.487E-02     3.761E-02     8.694E-04     7.110E-04     5.753E-03     3.686E-02     8.691E-03     4.409E-03     3.987E-03     2.258E-03     1.040E-03     9.446E-03     2.094E-02     2.662E-03     1.535E-02     5.291E-03     1.883E-02     2.809E-01     2.478E-02     6.493E-03     4.598E-03     4.068E-03     8.327E-03     8.024E-03     2.389E-02     8.707E-04     5.320E-03     7.207E-04     8.604E-03     2.890E-03     2.445E-02     2.115E-03     3.866E-03     1.585E-02     2.221E-02     3.344E-03     3.373E-02     1.602E-01     1.195E+02     1.393E+00     9.492E-02     1.944E-01     5.649E-02     8.668E-03     7.381E-02     3.270E+01     3.959E+01     1.067E-03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     8.381E+03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     8.668E+03
osg           2.040E-04     3.780E-03     2.451E-04     3.476E-03     2.200E-04     1.166E-03     4.000E-03     7.345E-03     3.677E-02     1.778E-02     7.762E-02     2.457E-03     1.658E-03     5.906E-03     4.408E+01     2.781E-02     1.195E-02     6.247E+00     1.783E-03     7.657E-04     9.660E-03     1.560E-02     8.450E-03     5.783E-02     7.264E-03     2.292E-02     4.907E-01     8.008E-02     5.419E-03     5.315E-03     5.905E-03     1.027E-02     5.568E-02     9.006E-02     1.676E-03     1.261E-02     1.013E-03     4.009E-02     4.972E-03     1.235E-01     7.500E-03     1.550E-02     7.798E-02     1.130E-01     1.415E-02     5.532E-02     2.975E+02     8.088E-02     7.301E-03     7.307E-02     5.245E-02     1.807E-01     1.053E-02     1.535E+00     6.317E+00     1.999E+01     1.692E-03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     7.267E+03     1.380E+04     3.906E+03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.897E+04
dwe           5.010E-07     1.705E-05     7.970E-07     6.883E-05     1.890E-07     1.230E-05     1.463E-05     3.448E-05     7.220E-04     6.571E-04     3.497E-04     1.300E-07     1.670E-07     8.285E-05     5.930E-07     2.729E-05     1.690E-06     1.553E-05     2.478E-05     7.121E-06     8.620E-05     1.319E-04     9.222E-05     2.304E-04     3.065E-05     2.181E-04     2.721E-03     2.512E-03     2.105E-04     1.717E-04     4.777E-05     6.490E-05     6.190E-05     1.845E-04     9.428E-06     3.342E-05     6.878E-06     3.095E-05     3.554E-05     2.385E-05     8.183E-06     5.809E-05     1.888E-04     4.212E-04     1.741E-05     7.661E-04     6.370E+02     1.030E-03     3.835E-05     1.026E-04     2.798E-04     2.855E-04     8.326E-05     4.922E-04     5.453E-03     8.593E-03     1.691E-04     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     3.695E+03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     4.332E+03
UnSkil        3.226E+02     4.976E+02     3.871E+01     1.659E+03     1.130E+02     4.606E+02     7.071E+02     1.067E+03     6.887E+02     7.154E+02     3.450E+03     3.287E+01     4.483E+01     7.286E+01     6.060E+01     1.100E+02     4.646E+01     6.456E+01     3.399E+01     2.369E+01     2.832E+01     3.005E+02     1.251E+02     3.540E+02     1.939E+01     2.233E+02     1.296E+03     2.611E+02     2.454E+01     1.099E+02     1.107E+02     1.382E+02     4.537E+01     3.464E+02     2.474E+01     1.123E+02     1.955E+01     8.830E+01     5.440E+01     1.410E+02     2.019E+01     2.963E+01     1.850E+02     4.187E+03     8.526E+01     5.095E+03     1.092E+04     2.088E+03     8.290E+01     7.680E+02     4.063E+02     9.853E+02     8.287E+01     9.190E+01     4.393E+02     6.475E+03     2.526E-02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     4.597E+04
Skill         2.930E+00     4.519E+00     3.515E-01     1.507E+01     1.026E+00     4.183E+00     6.422E+00     9.689E+00     6.255E+00     6.497E+00     3.133E+01     2.985E-01     4.071E-01     6.617E-01     6.140E+00     2.065E+01     6.096E+00     8.970E+00     5.904E+00     4.116E+00     6.007E+00     4.851E+01     2.312E+01     7.509E+01     4.114E+00     2.987E+01     1.988E+02     3.628E+01     3.700E+00     1.330E+01     1.999E+01     2.652E+01     9.425E+00     5.686E+01     4.028E+00     2.029E+01     3.369E+00     1.607E+01     9.902E+00     3.054E+01     4.371E+00     3.514E+00     9.113E+01     2.062E+03     4.199E+01     8.640E+02     2.237E+03     4.276E+02     1.698E+01     1.573E+02     2.991E+02     7.253E+02     6.100E+01     6.765E+01     3.234E+02     1.013E+04     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.829E+04
Captl         1.542E+02     2.379E+02     1.850E+01     7.931E+02     5.401E+01     2.201E+02     3.380E+02     5.099E+02     3.292E+02     3.419E+02     1.649E+03     1.571E+01     2.023E+02     3.388E+02     2.435E+01     5.624E+02     2.095E+02     1.318E+02     2.867E+02     1.125E+02     2.066E+02     1.160E+03     6.007E+02     1.272E+03     7.648E+01     1.102E+03     3.851E+03     6.879E+02     7.205E+01     3.910E+02     1.209E+02     4.302E+02     1.771E+02     2.545E+03     1.753E+01     8.765E+01     2.292E+01     2.984E+02     9.873E+01     5.916E+02     5.003E+01     1.471E+02     3.771E+03     3.197E+02     5.194E+02     2.291E+03     5.062E+03     3.874E+03     1.620E+02     4.669E+02     1.648E+03     2.059E+03     7.948E+02     2.586E+03     3.656E+03     2.203E+03     3.502E+03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     5.345E+04
LandR         3.770E+02     5.814E+02     4.523E+01     1.939E+03     1.320E+02     5.381E+02     8.262E+02     1.246E+03     8.047E+02     8.359E+02     4.031E+03     3.840E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.140E+04
natrs         0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     5.451E+01     3.796E+02     1.394E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     5.736E+02
hhsld         0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     4.597E+04     1.829E+04     5.345E+04     1.140E+04     5.736E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.297E+05
gov           0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     9.014E+03     9.605E+00     4.274E+03     1.830E+02     7.267E+02     1.421E+04
inv           0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     3.631E+02     0.000E+00     0.000E+00     1.180E+04     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     5.260E+04
depry         0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.180E+04     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.180E+04
trdmg         0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     3.932E+02
indtx         2.999E+00     5.145E+00     4.231E-01     1.495E+00     6.225E-01     3.564E+00     4.773E+00     2.456E+00     -2.363E-05    -4.448E-06    5.710E-05     -5.251E-06    1.420E-02     1.130E+01     1.266E-06     -6.264E-06    -4.380E-07    8.280E+00     1.810E+00     2.889E-01     9.159E+00     8.589E+00     2.249E-01     6.777E+00     -1.417E-04    5.232E+00     7.185E+00     2.944E-02     1.352E-05     2.794E+00     2.593E+01     1.338E-04     5.672E+02     1.570E+02     5.382E+01     1.850E+01     2.568E+00     6.917E+00     2.599E+00     4.578E+01     1.005E+01     3.606E+01     1.786E+03     -7.060E-05    3.210E+01     4.001E+00     3.639E+01     1.456E+03     2.400E+01     1.850E+02     2.518E-01     1.272E+01     5.075E-02     2.103E+01     3.163E+01     7.195E+01     -6.078E-05    0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     4.058E+03     -1.305E+00    2.867E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     9.014E+03
prdtx         0.000E+00     1.221E-03     1.526E-05     4.873E-01     -3.052E-05    3.662E-04     -2.441E-04    0.000E+00     -9.766E-04    3.906E-03     7.813E-03     -3.357E-04    8.545E-04     6.104E-05     3.052E-05     -1.221E-04    0.000E+00     3.052E-05     5.304E-02     9.003E-03     2.429E-01     2.998E-01     2.214E-01     1.172E+00     1.835E-01     3.750E-01     1.643E+00     4.741E-01     1.997E-01     2.373E-01     3.662E-04     1.953E-03     3.809E-02     1.953E-03     3.052E-04     4.883E-04     1.526E-05     4.900E-01     1.120E-01     2.441E-04     6.104E-05     6.104E-04     1.855E-02     0.000E+00     4.883E-04     2.398E+00     6.699E-01     9.766E-03     3.052E-05     2.100E-02     2.207E-01     2.930E-03     1.221E-04     1.465E-03     0.000E+00     3.906E-03     9.766E-04     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     9.605E+00
imptx         2.286E-01     7.383E+00     9.875E-01     3.047E+01     2.117E+01     0.000E+00     5.242E+01     4.256E+01     1.515E-01     3.037E+00     0.000E+00     4.764E-01     1.022E+01     5.079E-02     2.121E+01     2.161E+02     0.000E+00     8.069E+00     6.376E+00     2.848E+00     3.167E+02     2.485E+01     4.415E-02     1.346E+01     3.566E+01     9.344E+00     1.834E+02     4.699E+01     1.980E+01     2.572E+01     1.001E+02     6.926E+02     4.999E+02     6.795E+01     1.668E+02     4.220E+01     9.819E+01     6.356E+02     9.906E+01     1.697E+02     5.697E+02     3.301E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     4.274E+03
exptx         0.000E+00     0.000E+00     0.000E+00     -3.679E+00    0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.061E-03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     3.532E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.323E-02     5.500E-02     0.000E+00     3.515E+01     5.773E+01     3.380E+00     1.278E+01     7.065E+00     4.956E-01     3.911E-01     1.418E+00     2.214E+00     3.063E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.830E+02
dirtx         0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     7.267E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     7.267E+02
