table sam0(s0,ss0) Billions of Current USD	
              pdr           wht           gro           v_f           osd           c_b           pfb           ocr           ctl           oap           rmk           wol           frs           fsh           coa           oil           gas           omn           cmt           omt           vol           mil           pcr           sgr           ofd           b_t           tex           wap           lea           lum           ppp           p_c           crp           nmm           i_s           nfm           fmp           mvh           otn           ele           ome           omf           ely           gdt           wtr           cns           trd           otp           wtp           atp           cmn           ofi           isr           obs           ros           osg           dwe           UnSkil        Skill         Captl         LandR         natrs         hhsld         gov           inv           depry         trdmg         indtx         prdtx         imptx         exptx         dirtx         row
mil           3.816E-03     1.101E-01     3.620E-02     1.273E-01     1.929E-03     6.607E-04     2.429E-02     4.454E-03     1.327E-01     1.301E-01     1.145E-01     1.263E-02     3.976E-03     5.316E-02     3.820E-02     7.657E-02     1.305E-02     9.511E-02     8.985E-03     3.326E-03     6.893E-04     3.940E+02     4.476E-04     1.278E-04     3.531E+01     4.346E-03     1.386E-01     6.351E-01     4.102E-02     4.230E-02     1.115E-01     7.383E-03     1.642E+00     5.503E-02     1.364E-02     2.463E-02     8.524E-06     1.278E-05     1.784E-02     1.990E-02     1.188E-03     5.296E-01     3.281E-02     2.679E-02     6.924E-04     5.638E-05     1.977E+01     1.105E+00     4.799E-01     1.252E-01     3.705E-01     3.307E-02     5.447E-05     2.255E-01     1.780E+01     3.345E+01     7.960E-06     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     4.001E+03     1.023E+02     4.114E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.856E+01
pcr           2.221E-03     6.391E-02     2.105E-02     7.392E-02     1.122E-03     3.844E-04     6.488E-03     2.592E-03     7.834E-02     7.751E-02     6.689E-02     7.360E-03     1.428E-03     1.835E-02     1.263E-02     2.582E-02     4.092E-03     3.142E-02     2.006E-03     9.330E-04     2.104E-04     3.953E-03     9.522E-01     4.024E-05     4.166E+00     2.362E-01     4.586E-02     2.104E-01     2.258E-02     1.395E-02     3.675E-02     2.415E-03     5.430E-01     1.823E-02     4.469E-03     8.072E-03     1.810E-07     3.862E-06     5.880E-03     6.557E-03     3.863E-04     1.754E-01     1.083E-02     8.840E-03     2.251E-04     5.297E-06     6.506E+00     8.881E-01     1.683E-02     2.395E-02     1.234E-02     1.096E-02     1.684E-05     7.424E-02     5.885E+00     1.104E+01     3.870E-07     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     9.534E+01     2.545E+00     9.798E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.054E+01
sgr           1.786E-02     5.140E-01     1.693E-01     5.938E-01     9.027E-03     3.091E-03     5.215E-02     2.084E-02     6.134E-01     5.997E-01     5.263E-01     5.809E-02     2.062E-03     2.739E-02     1.929E-02     4.296E-02     4.538E-03     4.882E-02     1.200E-03     5.885E-04     1.288E-04     1.509E-02     1.157E-04     2.372E+00     4.215E+01     5.093E-03     7.086E-02     3.257E-01     1.709E-01     2.088E-02     5.458E-02     3.560E-03     8.398E-01     2.832E-02     6.245E-03     1.128E-02     1.720E-06     1.628E-06     8.745E-03     9.675E-03     5.942E-04     2.709E-01     1.622E-02     1.323E-02     3.492E-04     6.470E-07     9.339E+00     9.656E-01     1.380E-01     7.527E-02     2.499E-02     1.743E-02     6.261E-05     1.150E-01     9.114E+00     1.654E+01     7.772E-06     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.791E+01     0.000E+00     1.577E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.414E+01
ofd           2.636E-02     7.423E-01     2.444E-01     8.626E-01     1.341E-02     4.535E-03     8.643E-02     3.007E-02     1.851E+01     8.506E+01     2.325E+01     5.998E-01     3.265E-02     4.178E-01     2.853E-01     6.969E-01     4.871E-02     7.098E-01     8.050E-02     3.344E-02     7.404E+00     4.279E+01     3.657E-03     1.541E-03     1.355E+02     6.730E-01     1.034E+00     4.741E+00     2.790E-01     3.157E-01     8.337E-01     5.484E-02     1.226E+01     4.110E-01     1.023E-01     1.847E-01     7.655E-05     9.506E-05     1.331E-01     1.486E-01     8.783E-03     3.952E+00     2.449E-01     2.000E-01     5.078E-03     1.665E-04     1.477E+02     1.234E+01     2.482E+00     2.722E+00     2.523E-01     2.465E-01     1.757E-04     1.684E+00     1.327E+02     2.497E+02     4.585E-05     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     3.197E+03     6.243E+01     2.937E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     4.652E+02
b_t           1.417E-02     4.082E-01     1.343E-01     4.713E-01     7.158E-03     2.454E-03     4.178E-02     1.654E-02     4.898E-01     4.777E-01     4.200E-01     4.808E-02     7.626E-02     2.305E-03     1.857E-03     7.988E-03     1.118E-03     9.196E-03     1.447E-01     6.722E-02     7.011E-03     2.846E-01     9.868E-03     2.755E-03     2.666E-01     1.669E+02     1.132E-04     1.975E-05     3.859E-05     3.135E-05     3.777E-01     8.676E-05     2.646E+00     6.275E-01     5.326E-05     9.450E-05     2.903E-05     1.892E-06     1.802E-04     1.309E-05     6.776E-05     2.711E-05     3.887E-05     1.099E-05     5.016E-05     3.905E-04     1.592E+01     6.686E-01     1.384E-01     1.140E+00     5.956E-02     1.079E-02     5.637E-04     8.165E-02     3.797E+00     1.866E+01     5.217E-05     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.522E+03     0.000E+00     1.193E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     6.357E+01
tex           5.736E-02     1.392E+00     6.042E-01     1.562E+00     2.273E-02     7.014E-03     3.159E-01     1.214E-02     1.078E+00     7.928E-01     9.209E-01     3.527E-01     3.644E-02     7.517E+00     7.019E-01     2.771E+00     2.169E-01     6.448E+00     1.368E+01     3.520E+00     4.849E-01     2.189E+01     5.472E-01     6.337E-02     1.901E+01     3.791E+00     6.590E+02     1.177E+02     1.327E+02     1.034E+00     4.850E+00     1.018E-02     1.973E+01     1.066E+00     7.146E-02     1.325E-01     9.395E-04     9.423E-02     2.530E+00     1.062E+01     4.889E-03     1.363E+01     2.853E-01     2.323E-01     3.713E-02     6.620E-02     1.095E+01     6.955E+01     1.596E+01     3.720E+00     2.412E+00     1.520E-01     1.801E-04     4.830E+00     2.665E+01     1.345E+02     2.722E-04     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     9.134E+02     5.525E-01     2.287E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     4.395E+01
wap           9.421E-02     1.942E+00     8.801E-01     2.390E+00     3.282E-02     1.100E-02     4.812E-01     1.772E-02     1.451E+00     9.456E-01     1.189E+00     6.276E-01     8.379E-01     5.442E-01     5.127E+00     8.620E+00     1.313E+00     9.533E+00     1.578E+00     4.136E-01     6.297E-02     2.695E+00     6.517E-02     8.422E-03     2.579E+00     9.424E+00     3.307E+00     8.274E+01     2.294E+01     1.791E+00     2.132E-01     4.079E-02     4.155E+00     5.161E-01     3.399E+00     6.139E+00     2.731E-01     1.637E-05     2.775E+00     7.376E-01     4.103E+00     3.919E-02     2.565E+00     2.092E+00     8.797E-01     8.371E+00     3.870E+00     4.656E+01     9.526E+00     3.848E+00     1.167E+01     4.643E-02     5.218E-05     6.418E+00     1.222E+01     1.531E+01     4.473E-05     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     9.020E+02     2.345E+01     1.032E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     5.278E+00
lea           5.445E-05     1.108E-03     4.873E-04     1.271E-03     2.115E-05     6.282E-06     2.567E-04     1.031E-05     9.556E-04     1.482E-03     8.278E-04     2.904E-04     8.825E-04     1.587E-04     1.146E-03     1.100E-01     1.874E-02     6.211E-03     1.164E-03     2.208E-04     3.071E-05     1.429E-03     3.354E-05     4.884E-06     1.313E-03     1.074E-02     1.729E-02     1.366E-02     1.565E+00     3.518E-03     1.129E-04     8.585E-05     1.370E-03     9.475E-04     1.386E-04     1.090E-04     1.252E-04     5.824E-05     1.273E-02     2.786E-02     1.163E-02     3.911E-04     3.696E-03     5.640E-03     5.074E-04     9.756E-04     4.037E-03     3.213E-02     1.304E-03     3.456E-03     4.670E-02     1.426E-04     1.282E-05     1.521E-02     3.836E-03     1.218E-01     1.620E-06     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     4.330E+02     0.000E+00     6.485E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.519E+02
lum           7.108E-01     1.483E+01     6.712E+00     1.817E+01     2.503E-01     8.347E-02     3.660E+00     1.346E-01     1.112E+01     7.309E+00     9.137E+00     4.723E+00     4.224E+00     1.378E+00     7.175E+01     1.532E+01     1.958E+00     2.666E+01     6.006E+00     1.573E+00     2.380E-01     1.022E+01     2.477E-01     3.180E-02     9.735E+00     1.736E-01     5.095E-01     3.126E-01     6.031E-04     2.030E+02     5.808E+01     1.450E+01     9.784E+00     2.777E+00     1.306E+01     2.361E+01     2.426E-03     7.279E-02     1.530E+01     9.552E+00     1.244E+00     3.071E+01     2.166E+00     1.767E+00     3.116E-02     4.568E+02     1.387E+01     1.454E+02     3.460E+00     4.513E+00     4.473E+00     3.483E-03     4.587E-05     1.053E+01     2.821E+01     5.197E+01     2.435E-03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     4.713E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     4.000E+00
ppp           8.385E-02     2.242E+00     9.540E-01     2.421E+00     3.607E-02     1.059E-02     4.843E-01     1.869E-02     1.795E+00     1.411E+00     1.560E+00     4.808E-01     2.238E+00     3.748E-01     9.735E-02     3.387E+00     2.543E-01     5.973E+00     1.240E+02     3.188E+01     4.362E+00     1.977E+02     4.948E+00     5.660E-01     1.708E+02     6.037E+01     1.029E+00     4.274E-01     6.358E-01     4.404E-02     3.199E+02     4.179E-02     1.210E+01     8.790E-01     5.875E-02     1.127E-01     7.138E-02     1.316E-03     4.445E-01     1.064E+01     4.194E-01     2.903E-01     9.909E+00     8.086E+00     4.014E-02     3.029E+00     5.141E+01     4.745E+01     1.482E+00     3.985E+00     2.705E+01     1.688E+00     2.681E-03     2.680E+01     1.029E+02     3.700E+02     1.323E-03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     3.789E+02     2.223E+00     2.169E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.606E+01
p_c           3.287E+00     9.313E+01     3.914E+01     9.559E+01     1.484E+00     4.223E-01     1.954E+01     7.552E-01     7.528E+01     6.066E+01     6.625E+01     1.800E+01     6.242E+00     4.010E+00     2.829E-01     1.174E-01     7.985E-03     5.416E+02     2.139E+01     5.417E+00     6.774E-01     3.228E+01     8.314E-01     8.540E-02     2.536E+01     1.861E+00     3.219E+00     2.757E-01     1.993E-01     1.109E+00     4.240E+00     1.873E+02     2.643E+02     1.349E+01     1.178E+03     1.664E+02     2.830E+00     1.742E-02     1.418E+01     2.285E+00     2.204E+01     1.018E+01     3.709E+02     8.810E-02     2.566E+01     4.076E+01     2.704E+02     1.293E+03     7.008E+01     1.457E+02     1.366E+02     3.844E+00     2.479E-04     4.927E+01     4.254E+01     8.557E+01     1.355E-05     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     9.403E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.790E+03
crp           8.312E+00     1.794E+02     8.050E+01     2.149E+02     3.009E+00     9.848E-01     4.342E+01     1.606E+00     1.358E+02     9.195E+01     1.126E+02     5.424E+01     1.104E+00     2.160E+00     7.763E+01     4.134E+01     3.077E+00     1.474E+02     1.549E+02     4.044E+01     6.016E+00     2.607E+02     6.351E+00     8.003E-01     2.443E+02     2.091E+01     1.471E+01     2.050E+00     3.715E+01     2.153E+01     9.166E+01     4.114E+01     3.374E+02     2.347E+01     1.987E+01     3.606E+01     4.980E-01     1.890E-01     2.029E+01     1.339E+01     4.655E+01     1.291E+01     1.783E+01     1.454E+01     4.159E+00     1.150E+02     3.590E+01     2.177E+02     3.957E+00     5.127E+00     8.980E+00     2.427E-01     7.521E-04     6.815E+01     7.255E+01     4.746E+02     7.823E-03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.197E+03     6.843E+00     1.286E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.089E+03
nmm           3.828E-01     9.329E+00     4.053E+00     1.041E+01     1.524E-01     4.691E-02     2.112E+00     7.965E-02     7.281E+00     5.388E+00     6.230E+00     2.340E+00     9.530E-02     9.289E-01     2.151E+01     5.241E+01     6.683E+00     5.552E+01     7.880E+01     2.025E+01     2.766E+00     1.255E+02     3.143E+00     3.586E-01     1.082E+02     7.487E-01     1.858E+00     7.737E-02     2.211E-04     3.883E+00     1.002E+00     6.691E-02     4.696E+01     1.246E+02     3.800E-01     6.268E-01     5.507E-02     1.800E-02     7.642E+00     3.886E+00     9.477E+00     6.883E-01     5.291E+00     4.315E+00     2.332E+00     1.950E+03     6.488E+01     8.810E+01     4.908E+00     1.723E+00     3.156E+00     3.362E-01     5.457E-05     3.520E+01     1.950E+01     4.101E+01     4.293E-03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     3.659E+02     7.679E+00     2.956E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.833E+02
i_s           3.958E-01     9.865E+00     4.269E+00     1.087E+01     1.608E-01     4.889E-02     2.209E+00     8.367E-02     7.758E+00     5.832E+00     6.663E+00     2.378E+00     3.524E-01     7.117E+00     3.618E+01     7.584E+01     1.804E+01     8.092E+01     7.063E+00     1.810E+00     2.434E-01     1.113E+01     2.806E-01     3.140E-02     9.447E+00     1.359E-01     1.346E+01     5.465E-02     1.458E-04     1.533E+01     8.835E+01     4.356E-01     5.662E+01     3.962E+01     8.288E+02     1.493E+03     1.048E+02     4.819E+00     2.788E+01     9.302E+01     1.041E+02     8.571E+00     5.976E+00     4.873E+00     1.217E+01     8.344E+02     3.820E+01     6.305E+02     9.035E+00     1.069E+01     8.286E+00     2.675E-01     8.003E-06     9.234E+01     6.745E+00     7.673E+00     1.548E-03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     5.028E+02     0.000E+00     9.112E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     3.450E+03
nfm           3.380E-01     1.085E+01     4.448E+00     1.044E+01     1.696E-01     4.534E-02     2.146E+00     8.461E-02     8.988E+00     7.642E+00     8.069E+00     1.652E+00     3.615E-01     7.353E+00     3.798E+01     1.146E+02     5.118E+00     8.301E+01     8.357E+00     2.097E+00     2.460E-01     1.216E+01     3.192E-01     3.028E-02     8.892E+00     1.496E-01     1.403E+01     5.687E-02     1.192E-04     1.637E+01     9.342E+01     4.088E-01     5.854E+01     4.077E+01     7.464E+02     1.350E+03     1.105E+02     5.108E+00     2.951E+01     1.015E+02     1.084E+02     8.859E+00     6.332E+00     5.162E+00     1.254E+01     8.266E+02     4.431E+01     2.654E+02     1.078E+02     2.445E+01     1.162E+02     2.746E-01     1.558E-05     9.743E+01     7.281E+00     8.228E+00     1.471E-04     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     4.527E+02     0.000E+00     1.226E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     4.441E+03
fmp           1.037E+00     2.146E+01     9.737E+00     2.637E+01     3.628E-01     1.215E-01     5.320E+00     1.954E-01     1.605E+01     1.047E+01     1.315E+01     6.917E+00     1.356E+00     9.617E-01     6.442E+01     7.908E+01     1.916E+01     3.666E+01     2.648E+01     6.943E+00     1.058E+00     4.527E+01     1.094E+00     1.415E-01     4.337E+01     9.125E+00     2.031E+00     4.705E-01     1.788E+00     1.200E+01     6.445E-01     6.380E+01     6.072E+01     1.056E+01     7.138E+00     1.283E+01     3.259E+02     1.246E+00     2.113E+01     4.202E+01     5.759E+01     3.003E+00     8.459E+00     6.893E+00     1.356E+00     2.551E+02     4.487E+01     1.487E+02     1.541E+01     1.031E+01     2.927E+01     1.787E-01     1.981E-04     2.427E+01     3.963E+01     4.442E+01     6.524E-03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     5.485E+01     0.000E+00     9.061E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     5.679E+01
mvh           1.572E+00     2.679E+01     1.287E+01     3.722E+01     4.738E-01     1.757E-01     7.454E+00     2.651E-01     1.875E+01     9.558E+00     1.431E+01     1.139E+01     2.445E+00     7.098E+00     7.719E+00     3.042E+00     2.410E+00     1.392E+01     1.140E+01     3.086E+00     5.442E-01     2.167E+01     4.980E-01     7.629E-02     2.355E+01     1.577E-01     2.935E-01     1.486E-02     1.046E-03     2.534E+00     1.010E+00     1.631E-01     3.393E-01     7.993E+00     1.734E-01     3.093E-01     8.480E+00     6.653E+01     1.988E+00     2.478E-01     6.586E+00     3.748E-01     2.150E+00     1.278E+00     1.264E+00     4.931E+00     7.933E+00     1.435E+02     1.609E+00     3.766E+00     4.341E+00     1.082E-02     4.496E-04     1.575E+01     1.312E+01     3.838E+01     6.239E-04     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.688E+03     0.000E+00     8.772E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.563E+01
otn           1.613E-02     9.908E-01     2.617E-01     3.067E-01     1.114E-02     3.608E-03     1.940E-01     2.969E-03     7.492E-01     6.380E-01     7.094E-01     1.297E-01     2.241E-01     8.581E+00     3.456E-02     7.548E+01     7.756E+00     2.666E-02     1.051E+01     2.597E+00     3.610E-01     1.538E+01     4.377E-01     4.067E-02     9.395E+00     9.767E-02     5.549E-01     1.506E-02     2.744E-02     3.615E-02     5.091E-02     6.487E-01     1.333E-01     2.848E-01     3.578E-02     5.344E-02     3.503E-01     8.283E-01     8.066E+02     2.256E-01     2.786E+00     6.381E-02     1.101E-01     5.909E-03     1.197E-01     7.267E+00     8.924E-03     2.648E+02     4.784E+01     9.755E+01     1.521E+00     1.049E-02     2.525E-02     2.269E+00     1.348E+00     8.591E+01     1.586E-02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     5.102E+00     1.476E+00     1.560E+03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.681E+02
ele           2.679E+00     6.358E+01     2.786E+01     7.203E+01     1.045E+00     3.259E-01     1.462E+01     5.487E-01     4.938E+01     3.594E+01     4.192E+01     1.664E+01     5.670E-01     2.083E+00     1.807E+01     2.108E+01     4.496E+00     6.092E+00     3.683E+00     9.539E-01     1.356E-01     6.013E+00     1.488E-01     1.782E-02     5.404E+00     7.769E-01     1.378E+00     1.152E-02     3.338E-05     9.470E-01     7.618E-01     3.697E-01     2.732E+00     3.915E+00     2.089E+01     3.772E+01     2.070E-01     4.314E+00     4.663E+01     8.758E+02     3.532E+01     1.880E-01     9.790E+01     7.981E+01     2.646E-01     3.331E+02     1.523E+01     3.508E+01     1.149E+00     1.096E+01     4.361E+02     3.218E-01     8.224E-05     3.672E+01     2.345E+01     6.439E+01     8.406E-05     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.570E+02     8.110E-01     1.135E+03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.532E+01
ome           2.528E+01     4.487E+02     2.128E+02     6.074E+02     7.857E+00     2.852E+00     1.218E+02     4.360E+00     3.189E+02     1.737E+02     2.476E+02     1.803E+02     9.582E+00     5.127E-01     2.374E+02     1.718E+01     4.070E+00     4.609E+02     1.063E+02     2.857E+01     4.901E+00     1.975E+02     4.589E+00     6.767E-01     2.098E+02     4.169E+01     2.653E+01     4.696E-01     1.740E-01     1.075E+01     2.719E+00     4.632E+02     3.414E+01     1.867E+01     2.160E+01     3.919E+01     9.826E+01     6.908E+00     5.442E+01     9.081E+00     6.555E+02     2.472E+00     4.029E+01     3.279E+01     7.586E+00     1.581E+02     3.517E+01     2.852E+02     3.410E+01     1.616E+01     7.765E+01     2.112E-02     4.956E-04     1.287E+02     1.989E+01     2.742E+01     4.434E-03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.525E+02     0.000E+00     3.764E+03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.753E+02
omf           1.412E-03     3.265E-02     1.432E-02     3.720E-02     5.428E-04     1.702E-04     7.526E-03     2.879E-04     2.531E-02     1.923E-02     2.165E-02     8.598E-03     8.101E-03     1.533E-02     1.435E+00     1.535E+00     3.758E-01     1.620E-01     2.889E-01     7.454E-02     1.045E-02     4.690E-01     1.165E-02     1.374E-03     4.141E-01     2.226E-02     3.111E-01     1.712E-01     1.251E-01     1.771E-02     1.368E-02     1.581E-02     4.136E-01     1.162E-01     2.644E-01     5.060E-01     4.284E+00     1.573E-02     3.181E-01     2.516E-02     3.278E-02     1.601E+00     1.945E-01     1.464E-01     7.749E-03     1.654E-01     5.452E+01     2.267E+00     2.886E-01     1.343E-01     1.253E+00     3.228E-01     3.529E-04     4.044E-01     1.414E+00     2.947E+01     1.670E-03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     5.111E+02     0.000E+00     1.011E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     6.798E+00
ely           1.465E+00     4.873E+01     1.983E+01     4.607E+01     7.577E-01     1.990E-01     9.481E+00     3.759E-01     4.061E+01     3.498E+01     3.665E+01     6.894E+00     2.645E+00     8.588E-01     4.610E+01     9.741E+01     5.975E+00     3.398E+01     6.401E+01     1.602E+01     1.849E+00     9.226E+01     2.435E+00     2.261E-01     6.615E+01     1.681E+00     4.817E+01     1.787E+01     2.750E+01     3.262E+01     1.415E+02     2.147E+00     7.256E+02     8.250E+01     4.822E+02     3.681E+02     3.746E+01     5.286E+00     6.726E+01     6.798E+01     2.885E+02     1.050E+02     4.746E+02     3.821E+01     3.217E+01     5.359E+01     1.501E+02     1.272E+02     3.168E+00     4.103E+00     5.843E+01     2.330E+00     5.621E-04     2.630E+01     1.147E+02     8.689E+02     1.008E-04     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.185E+03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.148E+02
gdt           6.348E-04     2.155E-02     8.733E-03     2.015E-02     3.361E-04     8.613E-05     4.162E-03     1.648E-04     1.800E-02     1.562E-02     1.628E-02     2.918E-03     1.164E-03     3.773E-04     2.674E-02     3.928E+00     1.341E+00     1.798E+00     1.508E+00     3.768E-01     4.308E-02     2.161E+00     5.717E-02     5.265E-03     1.531E+00     3.957E-02     1.187E+00     4.403E-01     6.759E-01     8.163E-01     1.478E+00     1.239E+00     1.012E+01     3.434E+00     1.832E+00     5.977E-01     1.988E+00     2.391E-01     3.043E+00     3.606E+00     1.527E+01     1.216E+01     5.236E+00     8.202E+00     8.085E+01     3.971E-01     3.797E+02     8.199E-02     5.162E-03     3.979E-03     1.111E+02     5.897E+00     3.073E-03     6.599E+01     2.882E+02     2.184E+03     1.206E-05     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     8.245E+02
wtr           4.365E-01     1.485E+01     6.021E+00     1.397E+01     2.303E-01     5.978E-02     2.862E+00     1.137E-01     1.241E+01     1.077E+01     1.144E+01     2.007E+00     3.005E-02     9.378E-02     1.072E-03     2.315E+01     3.999E+00     1.072E+01     1.026E+01     2.567E+00     2.929E-01     1.677E+01     3.894E-01     3.576E-02     1.074E+01     5.378E-01     5.181E-01     8.003E-01     1.399E+00     5.146E-01     4.452E-01     8.716E+00     4.656E+00     3.273E+01     2.253E-02     2.764E-02     2.848E-01     3.918E-02     8.714E-01     2.478E+00     1.090E+01     2.541E-01     2.361E+01     1.889E+01     1.967E+02     6.278E+00     9.380E+00     8.187E+01     1.409E+00     2.089E+00     5.221E+00     8.258E-02     2.960E-04     2.269E+00     1.003E+01     1.309E+02     3.228E-02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.371E+02     1.092E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.734E+00
cns           7.612E+00     2.176E+02     9.130E+01     2.223E+02     3.463E+00     9.810E-01     4.546E+01     1.760E+00     1.763E+02     1.427E+02     1.554E+02     4.138E+01     1.710E-03     7.485E-03     1.235E-02     3.167E+03     7.262E+02     6.182E+00     1.218E+01     3.084E+00     3.831E-01     1.832E+01     4.740E-01     4.825E-02     1.430E+01     4.990E-03     3.630E+00     1.282E-03     9.910E-04     2.594E-03     1.020E-02     3.142E+01     1.576E+01     1.935E-02     3.009E-02     4.645E-02     7.281E-03     1.721E-04     7.313E-03     3.395E-02     1.058E-02     7.498E-04     1.391E+03     1.135E+03     6.948E-02     6.645E+02     9.355E+02     6.604E+02     4.002E+01     3.897E+01     2.250E+02     5.236E+01     6.017E+01     1.946E+02     2.464E+01     1.158E+01     5.516E-01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.481E+03     0.000E+00     2.196E+04     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     3.071E+01
trd           1.459E-02     1.971E+00     1.613E-01     2.807E-01     3.841E-03     1.563E-03     8.419E-02     2.423E-03     8.591E-01     2.921E-01     1.193E+00     1.304E+00     5.809E-02     2.498E-01     4.235E-01     3.981E+00     3.733E-01     7.178E+00     7.572E-01     1.964E-01     9.583E-02     5.618E-01     2.071E-02     2.747E-02     9.024E-01     2.555E-01     2.028E-01     4.736E-02     2.750E-01     9.868E-02     2.578E-01     9.972E-01     4.475E-01     3.760E-01     1.225E+00     2.207E+00     1.760E-01     7.533E-03     6.252E-01     8.889E-01     3.605E-01     5.459E-02     4.210E-01     1.501E-01     6.380E-02     4.748E+00     1.385E+01     1.505E+01     1.348E+00     3.873E+00     1.109E+00     4.851E-01     2.263E-02     3.174E+01     7.700E+00     2.394E+00     2.981E-02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     6.008E+03     0.000E+00     2.339E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.204E+02
