table sam0(s0,ss0) Billions of Current USD
              pdr           wht           gro           v_f           osd           c_b           pfb           ocr           ctl           oap           rmk           wol           frs           fsh           coa           oil           gas           omn           cmt           omt           vol           mil           pcr           sgr           ofd           b_t           tex           wap           lea           lum           ppp           p_c           crp           nmm           i_s           nfm           fmp           mvh           otn           ele           ome           omf           ely           gdt           wtr           cns           trd           otp           wtp           atp           cmn           ofi           isr           obs           ros           osg           dwe           UnSkil        Skill         Captl         LandR         natrs         hhsld         gov           inv           depry         trdmg         indtx         prdtx         imptx         exptx         dirtx         row
vol           2.647E-06     5.247E-03     9.244E-04     4.551E-03     1.596E-03     6.919E-04     8.006E-02     4.292E-04     5.718E+00     6.877E+00     2.859E+00     2.189E-02     5.799E-01     8.095E-02     2.859E-10     6.800E-08     1.000E-09     1.958E-04     1.979E+01     9.754E+00     1.169E+01     1.186E+01     6.415E-05     2.547E-01     2.594E+00     1.015E-01     8.942E-04     6.078E-05     4.869E-03     2.400E-03     4.564E-03     7.662E-04     1.142E-01     2.698E-03     5.449E-06     6.901E-06     1.558E-05     1.567E-06     3.508E-06     8.398E-06     8.272E-05     5.524E-03     5.443E-06     1.000E-09     2.200E-07     1.999E-05     2.322E-02     2.754E-03     8.819E-04     1.392E-03     3.610E-07     1.296E-06     5.622E-05     3.648E-03     3.025E-03     3.186E+00     2.443E-06     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     7.908E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     4.414E+01
mil           4.897E-06     6.400E+00     1.923E+00     2.404E+00     1.797E-02     1.364E-02     8.066E-02     8.252E-02     1.933E-03     2.810E-03     1.106E-03     1.168E+00     1.256E-01     5.440E-02     3.000E-09     4.200E-08     4.000E-09     2.899E-01     7.237E-03     2.985E-03     5.334E+00     1.998E+01     2.371E-03     2.490E+01     5.355E+02     2.042E+00     1.356E+00     5.348E-01     3.322E-02     2.248E-01     9.066E-03     5.952E-04     7.484E-01     5.464E-02     1.770E-04     3.051E-06     7.033E-04     5.316E-06     1.318E-05     6.962E-06     6.874E-04     9.218E-01     4.583E-04     3.000E-09     2.792E-06     2.189E-05     6.493E-02     4.205E-03     5.616E-03     1.734E-03     2.941E-05     1.656E-05     9.907E-05     1.284E-03     1.644E-02     1.679E+01     2.240E-06     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     6.666E+02     0.000E+00     3.324E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.120E+02
pcr           1.370E-07     7.790E-05     2.433E-05     3.748E-04     5.812E-06     1.060E-05     4.980E-01     3.677E-05     2.106E-02     2.725E-02     1.048E-02     7.011E-01     2.177E-02     1.558E-01     2.189E-10     7.000E-09     6.971E-10     1.796E-06     6.879E-02     3.390E-02     1.176E-02     4.121E-02     1.695E-02     7.884E-01     1.772E+00     3.092E+01     6.135E-03     2.272E-03     5.909E-03     8.211E-04     5.322E-05     5.600E-08     1.115E-01     1.316E-05     3.560E-07     3.280E-07     4.140E-07     6.800E-08     4.280E-07     1.132E-02     7.799E-03     9.957E-03     1.970E-07     4.993E-10     2.900E-08     2.079E-06     8.501E-02     4.205E-05     2.259E-06     1.446E-06     2.100E-07     5.090E-07     3.100E-05     1.733E-04     1.506E-02     1.548E+01     1.090E-07     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     4.119E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00
sgr           7.900E-08     5.178E-05     1.806E-05     2.323E-02     8.407E-06     3.244E-03     5.479E+00     6.297E-03     4.439E+00     5.327E+00     2.220E+00     1.706E-02     2.847E-01     1.643E+00     4.528E-10     1.600E-08     9.061E-10     1.906E-05     1.538E+01     7.580E+00     4.326E-01     9.215E+00     3.199E-03     1.172E+02     2.074E+02     8.012E+00     5.918E-05     2.857E-05     1.407E-05     7.430E-05     3.985E-05     2.068E-05     5.452E-02     7.039E-06     1.998E-06     4.590E-07     3.660E-06     1.700E-08     1.364E-06     2.571E-01     2.426E-01     6.914E-03     2.579E-05     3.000E-09     9.020E-07     2.820E-07     1.950E-02     3.158E-05     6.659E-06     1.485E-05     1.256E-02     9.476E-03     2.403E-02     3.551E-02     3.511E-02     2.338E+02     2.092E-06     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.591E+03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.444E+01
ofd           4.729E-05     1.076E-02     4.338E-03     3.097E-02     4.038E-03     8.782E-03     1.901E+01     2.110E-02     1.896E+01     9.718E+01     1.636E+01     4.286E-01     8.223E-01     5.923E+00     9.400E-08     5.600E-07     2.200E-08     1.047E-03     2.724E+00     2.670E+00     2.790E+00     1.513E+01     4.378E-03     1.650E+02     3.670E+02     1.176E+02     2.117E-01     8.671E-02     2.225E-01     9.809E-02     7.253E-03     6.446E-06     4.429E+00     2.788E-03     1.393E-04     9.439E-05     1.554E-04     1.358E-05     3.359E-05     3.627E-01     3.117E-01     3.231E-01     1.222E-05     6.000E-09     1.642E-06     6.005E-05     2.844E+00     9.549E-03     5.562E-03     6.919E-03     1.959E-05     4.847E-03     1.299E-02     2.464E-02     1.542E-01     5.923E+02     1.253E-05     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     4.504E+03     2.023E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.737E+03
b_t           9.200E-08     9.055E-03     4.172E-03     9.931E-03     1.318E-06     6.291E-03     1.695E+01     1.870E-05     2.388E-02     2.863E-02     1.198E-02     8.887E+01     7.060E-03     2.985E-02     5.970E-07     1.605E-06     1.230E-07     1.614E-02     8.049E-02     3.960E-02     1.410E-02     4.984E-02     7.610E-02     8.021E-01     8.663E+00     2.524E+02     1.060E+02     1.484E+02     1.901E-01     2.644E+00     9.087E-01     3.750E-03     1.504E+01     2.813E-01     1.403E-01     6.763E-06     5.062E-01     3.462E-02     1.076E-01     4.701E-01     1.100E+00     9.721E+00     9.604E-06     8.000E-09     6.110E-06     1.019E-04     1.013E+01     2.117E-01     1.118E-01     1.042E+00     3.597E-05     2.295E-03     8.835E-04     1.518E-02     6.117E-02     4.489E+02     4.659E-06     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.052E+02     0.000E+00     1.121E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.641E+01
tex           2.201E-02     4.786E+00     2.206E+00     3.870E+01     1.178E-01     6.296E-01     9.041E-03     3.556E+00     5.980E-02     4.668E-02     2.916E-02     2.191E+02     1.947E+00     2.283E+01     3.353E-06     6.180E-07     2.700E-08     1.987E-01     4.756E-01     8.992E-02     1.473E-01     1.645E-01     1.494E-02     1.124E+01     2.055E+01     3.379E+01     1.586E+03     2.070E+03     3.107E+00     1.067E+02     1.299E+01     4.282E-02     2.150E+02     4.016E+00     1.544E+00     4.411E-04     7.666E+00     1.439E+00     3.693E-01     8.998E+00     1.629E+01     6.392E+01     1.578E-04     3.400E-08     1.874E-05     4.099E-02     6.275E+01     1.634E+01     9.592E+00     3.163E+00     7.686E-05     1.796E-04     2.590E-04     8.517E-03     1.162E-02     3.657E+02     4.778E-05     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     5.196E+02     7.987E+00     1.055E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     7.380E+02
wap           5.333E-03     5.382E+00     2.478E+00     2.021E+01     1.152E-01     7.105E-01     1.327E-02     1.460E+00     6.348E-02     6.297E-02     3.015E-02     2.212E+02     1.605E+00     6.825E+00     1.256E-04     9.948E-04     8.491E-05     5.363E-01     5.729E-01     1.092E-01     4.558E-02     1.822E-01     2.914E-03     2.019E+00     3.775E+00     5.138E+01     2.664E+02     3.691E+02     5.257E-01     3.197E+00     2.283E+00     7.572E-03     3.743E+01     6.832E-01     3.860E-01     2.731E-04     1.221E+00     1.432E-01     1.513E-01     2.791E+00     1.664E+00     2.805E+01     3.714E-03     5.890E-07     2.145E-05     8.355E-03     1.157E+01     3.311E+00     1.278E+00     7.089E-01     1.224E-01     1.202E-01     9.207E-02     5.670E-01     7.446E-01     6.557E+01     6.377E-06     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.220E+03     3.614E+00     8.745E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     3.004E+03
lea           4.840E-07     8.946E+00     4.173E+00     6.693E-01     2.773E-05     2.264E-02     9.009E-03     5.224E-02     2.217E+00     2.214E+00     1.052E+00     6.263E+00     3.289E-01     1.181E-01     1.290E-07     2.710E-07     2.900E-08     1.104E-03     2.010E+01     3.829E+00     7.350E-06     6.362E+00     5.170E-07     1.029E-04     2.723E-03     1.460E+00     7.509E+00     9.210E+01     1.330E+03     6.587E+01     2.739E-03     1.173E-05     1.399E+02     3.802E-03     3.928E-04     1.448E-05     2.352E-03     1.434E-04     5.491E-05     2.432E-04     7.536E-03     2.509E+02     9.837E-05     4.041E-06     1.951E-06     4.056E-04     5.186E+01     1.296E+01     1.543E+00     2.220E+00     3.878E-04     3.833E-05     2.483E-05     3.562E-03     8.403E-03     4.145E-02     4.850E-07     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     8.082E+02     1.534E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     4.247E+02
lum           6.920E-07     3.314E-01     1.093E-01     2.007E+01     1.275E-01     4.998E-02     3.453E-01     2.505E-01     3.171E-01     1.748E-01     1.644E-01     5.157E+00     5.188E-01     6.206E-01     5.697E-02     9.275E-02     8.382E-03     1.231E+01     5.680E-01     3.410E-01     4.446E-01     4.968E-01     2.905E-03     3.838E-01     1.282E+01     8.210E-01     4.724E+00     1.315E-01     7.312E-02     2.446E+02     9.205E+01     4.741E-03     1.192E+02     1.111E+01     1.133E+00     2.725E-02     4.217E+00     4.229E+00     2.396E+00     2.021E+01     2.745E+01     4.930E+01     4.271E-03     2.220E-07     2.204E-04     5.238E+02     7.172E+01     7.214E+01     4.603E+00     6.993E+00     4.511E-01     4.008E-01     2.033E-01     2.900E+00     7.668E+00     1.501E+02     4.012E-03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     3.337E+02     5.927E+00     2.602E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.300E+02
ppp           3.044E-06     6.405E+00     2.983E+00     7.487E+01     8.297E-01     7.375E-01     2.026E+01     5.187E+00     1.156E+00     1.121E+00     5.489E-01     3.462E+00     1.681E+00     4.392E-01     2.419E-03     2.392E-02     1.130E-03     4.611E+00     1.032E+01     1.981E+00     1.162E+00     3.338E+00     3.960E-02     1.319E+01     4.147E+01     3.034E+01     4.218E+00     7.458E+00     5.399E-01     3.541E+00     1.003E+03     1.115E-02     1.123E+02     5.288E+00     4.137E+00     1.396E+00     2.942E+01     3.273E+00     2.265E+00     4.744E+01     4.951E+01     9.623E+00     6.213E-01     1.270E-05     2.507E-04     1.321E+01     1.387E+02     2.797E+01     2.356E+00     6.909E+00     2.499E+01     7.616E+01     4.390E+01     4.597E+02     1.181E+02     5.084E+02     4.882E-03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     4.131E+02     1.755E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.564E+02
p_c           7.821E-02     2.464E+02     1.137E+02     2.888E+02     2.061E+01     1.909E+01     4.128E+01     2.153E+01     6.391E+00     5.337E+00     3.062E+00     2.950E+01     4.774E+01     1.217E+02     9.069E-06     5.111E-06     2.470E-07     1.854E+02     9.022E+00     1.708E+00     6.166E-01     3.038E+00     1.783E-02     7.289E+00     1.808E+01     1.869E+00     1.222E+01     4.984E+00     2.299E-01     3.439E+00     3.666E+01     1.822E+02     1.858E+02     5.243E+02     3.347E+01     1.940E+01     1.832E+01     2.107E+00     1.253E+00     9.800E+00     2.053E+01     3.271E+01     5.535E+02     4.058E-06     8.104E-04     1.875E+01     3.771E+00     1.244E+03     2.396E+02     5.360E+02     1.032E+00     5.741E-01     4.579E-01     5.154E+00     2.397E+00     5.986E+01     5.409E-06     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.622E+03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     4.627E+02
crp           5.663E-02     9.034E+01     4.196E+01     9.339E+01     4.734E+00     4.652E+00     1.050E+01     9.514E+00     7.021E+00     6.205E+00     3.354E+00     4.068E+01     1.546E+00     3.357E+00     8.932E-02     9.690E-01     4.149E-02     1.059E+02     6.013E+01     1.141E+01     3.815E+01     1.987E+01     3.226E-01     1.825E+01     3.517E+02     2.401E+01     5.047E+01     2.090E+01     2.249E+00     7.597E+01     2.292E+02     5.023E-01     2.284E+03     6.170E+01     1.524E+01     1.582E+00     5.540E+01     7.870E+01     3.048E+01     2.263E+02     3.523E+02     2.181E+02     3.664E+00     1.508E-05     9.107E-03     2.463E+02     1.469E+02     1.116E+02     4.802E+00     6.763E+00     2.632E+00     2.230E+00     1.887E+00     6.576E+01     1.931E+01     2.770E+03     1.105E-02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.287E+03     2.540E+01     5.583E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.003E+03
nmm           5.510E-06     3.426E+00     1.591E+00     3.125E+00     2.655E-01     3.356E-01     2.010E+01     2.829E-01     8.578E-02     8.796E-02     4.226E-02     3.717E-01     2.841E-01     1.680E-01     5.245E-03     4.693E-02     2.613E-03     2.725E+01     7.783E-01     1.487E-01     3.534E-01     2.468E-01     1.618E-02     2.754E+00     1.640E+01     2.936E+01     4.078E-01     1.621E-01     6.593E-02     7.343E+00     1.168E+00     8.845E-03     8.328E+01     9.243E+02     4.352E+01     2.842E+01     2.268E+01     1.170E+01     5.649E+00     3.259E+01     7.815E+01     1.031E+01     3.039E+00     4.655E-06     5.919E-04     2.730E+03     1.186E+01     5.584E+00     3.825E-01     2.330E-01     2.077E-01     8.647E-02     1.433E-01     2.557E+00     4.754E+00     3.494E+02     1.143E-02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.107E+02     1.775E+01     6.054E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     9.119E+01
i_s           7.800E-08     5.384E-01     1.005E-01     1.039E+00     4.774E-02     1.098E-03     6.351E-01     1.159E-01     2.926E-01     1.959E-01     1.409E-01     2.186E-02     9.285E-02     4.022E-02     3.115E-02     4.821E-01     7.252E-02     1.855E+01     1.123E+00     1.061E-01     3.164E-01     4.354E-01     2.059E-02     8.343E-04     4.512E+00     2.025E-01     3.528E-01     2.682E-01     9.717E-03     2.252E+01     2.808E+00     2.946E-01     1.156E+01     5.156E+01     6.809E+02     2.278E+02     4.692E+02     2.091E+01     2.254E+01     6.353E+01     8.754E+02     4.988E+01     1.717E-01     5.596E-06     8.656E-05     2.008E+02     8.126E+00     2.844E+01     7.285E-01     1.046E+00     4.529E-02     4.706E-02     1.918E-02     6.241E+00     2.565E+00     1.980E+01     5.278E-03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     9.476E+01     1.736E+00     1.074E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.185E+02
nfm           9.700E-08     1.477E-04     1.955E-05     9.429E-05     1.559E-06     8.904E-06     8.002E-03     3.265E-02     3.462E-02     2.677E-02     1.666E-02     2.854E-01     7.952E-02     5.499E-02     3.901E-02     3.948E-01     2.840E-02     3.374E+00     2.815E-01     5.321E-02     1.297E-01     9.725E-02     2.028E-06     6.806E-04     1.037E+00     7.265E-02     3.433E-01     1.551E-01     1.509E-02     3.180E+00     2.440E-01     1.689E-03     1.560E+00     3.018E+01     5.161E+01     9.175E+01     2.733E+02     6.012E+00     4.146E+00     1.647E+02     3.848E+02     3.984E+01     5.209E-02     1.217E-06     1.293E-05     1.507E+02     1.392E-01     5.081E-01     3.880E-01     2.175E-01     1.936E+00     1.329E+00     1.627E+00     2.132E+01     1.178E+00     1.585E+01     5.164E-05     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.868E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     4.657E+02
fmp           6.335E-06     7.508E+00     3.646E+00     7.225E+00     8.040E-01     1.317E-01     7.569E+00     5.703E-01     2.182E+00     2.094E+00     1.046E+00     2.037E+00     1.086E+00     4.393E-01     4.945E-02     1.985E-01     2.618E-02     1.622E+01     2.036E+01     3.972E+00     1.344E+01     6.621E+00     9.839E-02     1.509E-02     1.157E+02     1.235E+01     2.175E+00     5.464E+00     1.577E-01     5.034E+01     7.440E+00     1.375E-01     4.242E+01     4.323E+01     2.200E+01     1.475E+02     1.600E+02     2.443E+01     1.722E+01     2.311E+02     5.164E+02     4.147E+01     7.349E-01     8.551E-06     4.884E-04     6.267E+02     7.738E+01     8.995E+01     2.548E+01     1.828E+01     4.410E+00     1.280E+00     6.350E-01     4.479E+01     4.271E+01     2.145E+02     1.759E-02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.722E+02     2.325E+01     3.533E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     7.507E+01
mvh           3.750E-06     8.123E-01     4.953E-01     4.561E-01     8.228E-02     7.490E-02     2.549E+00     5.605E-02     3.239E-01     1.787E-01     1.421E-01     4.626E-01     5.963E-02     3.193E-01     4.964E-02     1.687E-01     7.879E-02     1.359E+01     2.242E+00     4.378E-01     1.696E+00     8.612E-01     1.532E-02     1.296E+00     2.256E+01     5.268E+00     2.015E-01     1.828E-01     5.175E-03     1.247E+00     2.001E+00     4.488E-02     1.511E+01     7.209E+00     3.177E+00     8.232E+00     1.622E+01     9.209E+02     8.430E+01     9.327E+00     3.421E+01     5.749E-01     2.808E-01     1.524E-05     1.761E-03     2.184E+01     1.046E+02     3.374E+01     8.649E-01     2.427E+00     1.102E-01     2.499E-02     3.955E-03     8.537E-01     1.984E-01     4.264E+02     4.674E-05     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.818E+02     1.197E+01     1.903E+03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.931E+02
otn           7.180E-07     2.080E-01     2.194E-02     4.621E-01     8.727E-03     2.199E-02     8.217E-01     3.649E-02     1.931E-02     4.032E-02     1.819E-02     3.243E-02     1.527E-02     1.391E+00     3.033E-02     2.903E-01     3.452E-02     2.014E+00     3.019E-01     4.887E-02     3.392E-01     7.457E-02     3.044E-03     1.078E+00     1.107E+00     2.597E-01     3.027E-01     1.401E-02     4.933E-04     1.668E-02     1.873E-01     4.871E-03     6.437E-01     5.584E-01     1.774E+00     3.269E+00     3.918E+00     4.312E+01     3.823E+02     6.976E+00     8.200E+00     1.056E+00     1.538E-01     4.018E-06     3.100E-05     4.060E+00     2.244E+00     2.952E+01     1.597E+01     4.292E+01     2.940E-02     1.627E-04     2.994E-03     6.091E-02     7.809E-03     7.791E+02     5.460E-06     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.916E+01     9.165E+00     3.932E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     7.317E+01
ele           3.257E-03     1.111E+00     5.721E-01     6.671E-01     5.348E-01     4.626E-01     1.311E+00     2.059E-01     2.354E-01     1.899E-01     1.130E-01     3.321E-01     4.898E+00     4.524E-01     3.684E-03     2.915E-02     3.195E-03     1.230E+01     1.946E+00     3.679E-01     1.886E+00     6.618E-01     2.593E-02     2.817E+00     8.989E+00     1.123E+00     1.194E-01     1.850E-01     9.648E-03     4.264E-02     2.084E+00     1.020E-01     4.094E+00     7.313E+00     9.404E+00     1.560E+01     2.974E+01     5.296E+00     7.130E+00     5.189E+02     8.272E+01     6.016E+00     1.004E+00     7.375E-06     7.067E-05     5.764E+01     1.196E+01     1.477E+01     1.424E+00     1.593E+01     1.848E+01     7.583E+00     1.564E+00     7.914E+01     2.338E+01     1.728E+02     2.552E-05     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     6.656E+02     7.923E+01     2.101E+03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.042E+03
ome           1.513E-02     4.015E+01     1.838E+01     3.295E+01     3.744E+00     3.276E+00     3.777E+00     3.171E+00     2.344E+00     1.633E+00     1.130E+00     5.987E-01     6.112E+00     2.662E+00     1.709E-02     1.388E-01     1.957E-02     3.895E+01     1.826E+01     3.431E+00     6.299E+00     6.485E+00     4.806E-02     4.579E+00     6.844E+01     6.057E+00     1.034E+00     3.017E+00     8.211E-02     1.528E+01     5.661E+00     1.967E-01     2.595E+01     1.752E+01     1.013E+02     6.493E+01     1.148E+02     2.266E+01     3.118E+01     2.270E+02     5.627E+02     2.006E+01     1.174E+00     3.898E-05     5.941E-03     5.166E+02     4.799E+01     5.887E+01     1.434E+01     8.282E+00     7.623E+00     2.935E+00     7.639E-01     6.398E+01     3.110E+01     6.853E+02     7.794E-03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     3.037E+02     4.312E+01     5.549E+03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.607E+03
omf           4.261E-06     2.806E-01     1.548E-01     1.407E+00     1.844E-01     8.590E-02     5.860E-01     2.562E-01     9.685E-02     1.767E-01     4.093E-02     6.400E-01     1.356E-01     5.103E-01     1.874E-02     3.376E-01     4.667E-02     1.117E+01     2.536E+00     3.027E-01     1.199E+00     7.964E-01     1.439E-02     1.488E+00     1.011E+01     1.813E+00     8.016E-01     2.418E+00     1.833E-01     2.679E+00     5.310E+00     5.054E-02     1.611E+02     1.661E+01     1.051E+01     1.421E-01     1.536E+00     1.435E+00     3.794E+00     1.153E+01     3.843E+01     4.292E+01     3.652E-01     1.115E-05     6.518E-05     5.250E+01     7.762E+01     2.822E+01     7.758E+00     5.492E+00     2.709E+00     2.651E+00     1.401E+00     1.914E+01     1.750E+01     9.020E+02     2.311E-03     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     4.190E+02     6.346E+00     1.108E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.136E+02
ely           8.048E-02     5.334E+01     2.491E+01     8.348E+01     3.782E+00     1.647E+01     2.303E+01     1.205E+01     9.227E+00     9.697E+00     4.390E+00     5.882E+01     9.768E+00     7.237E+00     6.910E-06     1.858E+00     4.445E+00     2.330E+02     1.774E+01     3.392E+00     1.758E+00     5.525E+00     6.049E-02     2.377E+01     5.748E+01     5.926E+00     2.963E+01     2.758E+01     5.101E-01     6.387E-01     2.556E+01     7.741E+01     1.437E+02     3.766E+02     4.847E+00     3.907E+00     9.716E+01     4.768E-01     5.564E-01     3.261E+01     8.595E+01     2.475E+00     1.159E+02     3.787E+00     6.566E-02     4.344E+01     1.088E+01     5.527E+01     4.077E+00     6.466E+00     6.581E+00     5.865E+00     1.846E+00     2.636E+01     5.586E+01     3.141E+02     2.891E-05     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     9.615E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00
gdt           2.987E-10     3.669E-06     1.756E-06     1.852E-06     2.770E-07     9.200E-08     9.150E-07     1.390E-07     2.490E-07     1.100E-07     6.500E-08     1.750E-07     5.000E-08     8.200E-08     3.020E-07     5.300E-08     8.000E-09     1.043E+01     1.039E-03     4.622E-04     4.624E-04     6.228E-04     7.182E-06     4.460E-03     5.651E-03     8.119E-04     2.291E-02     2.485E-02     7.889E-03     1.939E-02     5.323E-02     2.305E-06     9.726E-02     7.320E-02     1.931E-02     5.384E-03     9.211E-03     2.336E-03     1.948E-03     6.763E-03     1.058E-02     2.047E-01     1.973E+01     1.117E-06     2.879E-04     6.428E-03     4.653E-03     2.082E-06     3.610E-07     3.140E-07     1.188E-04     1.406E-04     2.813E-05     5.922E-04     4.614E-03     5.399E-02     3.480E-06     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00
wtr           3.684E-06     2.683E-02     1.492E-02     2.368E-02     5.422E-03     2.608E-03     2.028E-02     3.722E-03     3.790E-03     4.331E-03     2.107E-03     2.229E-02     8.072E-04     2.419E-04     4.440E-07     1.248E-05     1.233E-06     1.816E-02     2.450E-02     5.903E-03     4.086E-03     8.194E-03     1.821E-05     1.408E-02     4.037E-02     1.140E-02     4.548E-02     6.973E-02     3.216E-02     1.993E-02     2.709E-02     3.006E-03     1.019E-01     5.374E-02     2.038E-02     7.117E-03     2.258E-02     6.735E-03     7.359E-03     3.365E-02     7.172E-02     1.627E-02     1.651E-01     1.117E-05     2.812E-02     4.242E-02     9.818E-02     7.108E-02     2.960E-03     5.883E-03     7.391E-03     1.035E-02     3.477E-03     2.863E-02     4.034E-01     6.756E-01     1.200E-02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.143E+02     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     8.178E+00
cns           3.173E-03     1.196E+01     5.603E+00     1.396E+01     2.440E+00     1.102E+00     9.163E-01     9.291E-01     3.761E-01     4.056E-01     1.778E-01     8.219E-01     5.687E+00     1.054E+00     5.828E-06     1.991E-04     2.753E-05     7.153E-01     3.442E+00     6.605E-01     4.159E-01     1.055E+00     8.254E-03     2.002E+00     7.446E+00     1.353E+00     9.480E-01     6.010E-01     3.193E-02     8.391E-01     4.030E+00     2.983E-02     1.524E+01     5.331E+00     1.069E+00     1.267E+00     1.682E+00     4.154E-01     6.369E-01     4.007E+00     4.152E+00     8.493E-01     7.646E-01     5.745E-04     1.534E-02     2.404E+02     3.702E+01     1.489E+01     2.419E+00     2.124E+00     8.295E+00     6.763E+00     1.530E+00     3.614E+01     2.553E+01     3.340E+02     2.230E-01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     1.739E+02     2.185E+01     1.086E+04     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     2.301E+01
